# lg(E/GeV) 	 E^2 (GeV cm-2 sr-1 s-1)  (zmax = 5, m = -3) 
3.6500 	  	 4.5885E-12 
3.6644 	  	 4.5951E-12 
3.6789 	  	 4.6004E-12 
3.6933 	  	 4.6045E-12 
3.7077 	  	 4.6073E-12 
3.7221 	  	 4.6088E-12 
3.7366 	  	 4.6090E-12 
3.7510 	  	 4.6079E-12 
3.7654 	  	 4.6054E-12 
3.7799 	  	 4.6016E-12 
3.7943 	  	 4.5964E-12 
3.8087 	  	 4.5898E-12 
3.8231 	  	 4.5818E-12 
3.8376 	  	 4.5724E-12 
3.8520 	  	 4.5615E-12 
3.8664 	  	 4.5492E-12 
3.8809 	  	 4.5354E-12 
3.8953 	  	 4.5201E-12 
3.9097 	  	 4.5033E-12 
3.9241 	  	 4.4850E-12 
3.9386 	  	 4.4652E-12 
3.9530 	  	 4.4438E-12 
3.9674 	  	 4.4208E-12 
3.9819 	  	 4.3962E-12 
3.9963 	  	 4.3701E-12 
4.0107 	  	 4.3423E-12 
4.0252 	  	 4.3129E-12 
4.0396 	  	 4.2818E-12 
4.0540 	  	 4.2491E-12 
4.0684 	  	 4.2147E-12 
4.0829 	  	 4.1786E-12 
4.0973 	  	 4.1407E-12 
4.1117 	  	 4.1012E-12 
4.1262 	  	 4.0599E-12 
4.1406 	  	 4.0168E-12 
4.1550 	  	 3.9720E-12 
4.1694 	  	 3.9253E-12 
4.1839 	  	 3.8769E-12 
4.1983 	  	 3.8266E-12 
4.2127 	  	 3.7745E-12 
4.2272 	  	 3.7205E-12 
4.2416 	  	 3.6646E-12 
4.2560 	  	 3.6069E-12 
4.2704 	  	 3.5474E-12 
4.2849 	  	 3.4865E-12 
4.2993 	  	 3.4247E-12 
4.3137 	  	 3.3622E-12 
4.3282 	  	 3.2994E-12 
4.3426 	  	 3.2367E-12 
4.3570 	  	 3.1745E-12 
4.3714 	  	 3.1131E-12 
4.3859 	  	 3.0529E-12 
4.4003 	  	 2.9943E-12 
4.4147 	  	 2.9376E-12 
4.4292 	  	 2.8833E-12 
4.4436 	  	 2.8316E-12 
4.4580 	  	 2.7830E-12 
4.4724 	  	 2.7378E-12 
