# l, b
35.999992751025445 17.999789374664694
35.99995654409294 17.998736286328764
35.999776467955094 17.99347180887748
35.998900102240526 17.96717375692433
35.99512666696158 17.8363217243738
35.9912626281772 17.629414496134327
35.99019678932465 17.426007107302322
36.00037235230868 17.250903277311657
36.02639650627775 17.118125244929637
36.06130838397128 17.007794068922102
36.10241043676426 16.91221544239213
36.148493715271094 16.827942984439304
36.19899532385061 16.75336017799529
36.253671559073254 16.687735534960353
36.312451256648096 16.630792784379715
36.37536179578622 16.58248909774697
36.44248761994607 16.54288731613584
36.51394455556111 16.512075301370125
36.58986241475327 16.490111888412997
36.67037235578755 16.476990167449042
36.75559733466693 16.472613805735886
36.845644882279686 16.476784224120816
36.9406018664417 16.489197141271536
37.040531066917985 16.50944702877197
37.145469419623815 16.53703780910932
37.255427745381056 16.571397934235197
37.370391717936286 16.611897941072332
37.49032377774475 16.65786873059978
37.61515993414258 16.70861021705641
37.744797072928634 16.763384670021836
37.87914809468277 16.821510799123185
38.01811801122714 16.882330286344743
38.1616006367816 16.945207001657977
38.30948119873654 17.00953365583606
38.461638505752276 17.074736172499257
38.61794669115158 17.140276200092455
38.77827657109025 17.205652171750753
38.94249666894528 17.270399280139188
39.11047396182374 17.3340886797141
39.28207440425193 17.39632617065792
39.45716327988522 17.45675056343762
39.63560542601399 17.515031874028164
39.81726536883853 17.57086945875137
40.002007400685834 17.623990164509483
40.189695623988264 17.674146544299944
40.380193981176426 17.721115168291696
40.57336628474572 17.764695046335543
40.769076257638694 17.80470616753009
40.96716318286831 17.841006200253542
41.16648564370472 17.874208909383285
41.36666414604577 17.904423148511032
41.56763209922231 17.931543977706507
41.76931961397494 17.955479433464344
41.9716540271895 17.976149563227665
42.174560382233 17.9934855469183
42.3779618710825 18.00742889558081
42.5817802430723 18.017930718115828
42.785936184007795 18.02495104797453
42.990349668547864 18.028458222568876
43.194940288097634 18.02842830899802
43.39962755594236 18.024844570482614
43.60433119096179 18.0176969686289
43.808971380969695 18.00698169730873
44.013469026505504 17.992700744540915
44.21774596574973 17.974861479294074
44.421725181128785 17.95347626060559
44.625330988108345 17.928562066828114
44.828489206638366 17.900140143179257
45.031127315700935 17.86823566608484
45.23317459160049 17.83287742278264
45.43456223060352 17.794097504896524
45.635223453961665 17.75193101927378
45.83509360051157 17.706415807974125
46.03411020425969 17.657592181745684
46.23221305801907 17.60550266593238
46.42934426393844 17.55019175815491
46.62544827159287 17.491705697482857
46.820471904330894 17.430092244859146
47.014364374593484 17.365400474566943
47.207077288936084 17.297680576545947
47.39856464349273 17.226983669371982
47.58878281062558 17.15336162371293
47.777690517499444 17.07686689606679
47.96524881731284 16.99755237257662
48.15142105390374 16.915471222702177
48.33617282042913 16.830676762512095
48.519471912737416 16.74322232762964
48.701288278037445 16.6531611558727
48.88159396029035 16.56054627522576
49.06047448137231 16.465357077554547
49.238502371467476 16.367257515469657
49.41573157464089 16.266258819077564
49.592105680254 16.162445453966875
49.76757135042764 16.055899863653543
49.94207817754412 15.946702417950346
50.11557854736658 15.834931371425922
50.28802750778301 15.720662831342954
50.45938264314384 15.603970734458297
50.62960395412721 15.484926832066476
50.79865374303607 15.363600682673805
50.96649650440343 15.240059651702426
51.13309882075483 15.114368917794932
51.298429263361406 14.986591485370006
51.462458297882044 14.856788200733124
51.625158194551844 14.725017775134775
51.78650294283737 14.591336812257317
51.94646817036268 14.455799840614116
52.1050310659617 14.318459352132791
52.262170306829475 14.179365849981059
52.417865990022534 14.03856791299293
52.57209956924743 13.896112293652518
52.724853799567484 13.75204408815057
52.8761126967893 13.606407065615004
53.02586152832537 13.459244353222116
53.17408687649008 13.310599920179975
53.32077687232025 13.160521848187496
53.4659218283642 13.009069539751945
53.609515769301616 12.856329241147641
53.75155979286331 12.702445358942207
53.89206833429231 12.547674423635366
54.03107725034588 12.392447401983219
54.16864609514322 12.237372225122801
54.30484497224411 12.083104271033221
54.43973343968418 11.930164346167146
54.573350595006765 11.778865842473326
54.70571868361149 11.629358459391076
54.83685025274103 11.481697654611505
54.96675326098923 11.335892742400711
55.09543378437904 11.191932235491505
55.22289727638846 11.049795713957295
55.349149118353346 10.909459096961454
55.47419484925072 10.77089692691967
55.59804025582326 10.634083347233599
55.72069140291516 10.498992518264533
55.84215463844913 10.36559879389643
55.96243658771984 10.233876796583251
56.08154414322781 10.10380144945246
56.19948445269324 9.975347990219102
56.31626490637649 9.848491977330573
56.43189312419457 9.723209292713905
56.54637694285549 9.599476142955366
56.65972440311798 9.477269059678108
56.771943737235304 9.356564899439936
56.883043356619794 9.237340843289333
56.99303183975365 9.119574396041838
57.10191792036598 9.003243385308048
57.209710475891804 8.888325960291983
57.31641851652176 8.774800595163613
57.42205117413833 8.662646085641384
57.526617691080595 8.551841537270404
57.63012741028077 8.44236637047239
57.732589765280395 8.334200318340896
57.834014270577875 8.227323424323652
57.93441051230637 8.121716039756507
58.03378813924247 8.01735882125938
58.132156854145144 7.914232728004632
58.229526405423535 7.812319018867817
58.32590657913068 7.711599249470589
58.42130719128019 7.6120552691251735
58.515738080481704 7.513669217689509
58.60920910089024 7.41642352234178
58.70173011546453 7.320300894282727
58.79331098952816 7.225284325373746
58.88396158462777 7.131357084718421
58.97369175268152 7.0385027151947686
59.06251133041106 6.946705029945089
59.15043013405009 6.855948108830004
59.237457954253834 6.766216293506872
59.323604549668715 6.67749415057892
59.4088796438205 6.5897664945192105
59.493292923127946 6.5030184296659055
59.576854030931095 6.417235308404707
59.659572563700905 6.3324027274696055
59.741458067472365 6.248506524238896
59.82252003449394 6.165532773029881
59.90276790008539 6.083467781395423
59.98221103969668 6.002298086425197
60.06085876616066 5.922010451054107
60.13872032713201 5.842591860380128
60.21580490270551 5.764029517993475
60.292121603206425 5.686310842318732
60.36767946714632 5.6094234629712405
60.44248745933724 5.533355217128844
60.51655446915796 5.458094145919677
60.58988930896565 5.3836284908265455
60.662500712646725 5.30994669010799
60.73439733430083 5.237037375236001
60.805587747051774 5.164889367349915
60.876080441979944 5.093491673725802
60.94588382717019 5.022833484260348
61.015006226870106 4.952904167967843
61.08345588075299 4.883693269488644
61.15124094328077 4.815190505607076
61.21836948316153 4.747385761776414
61.28484948289714 4.680269088648159
61.35068883841612 4.613830698602503
61.415895358787346 4.548060962276355
61.48047676601024 4.482950405084935
61.54444069487713 4.418489703732403
61.60779471626733 4.35467031213275
61.670546328002565 4.291484231937714
61.73270290667224 4.2289227054266085
61.794271742340676 4.166977131408625
61.8552600385151 4.105639056797342
61.91567491239298 4.044900174315939
61.975523395159 3.984752320275353
62.03481243232839 3.9251874724280342
62.0935488841341 3.866197747900159
62.151739525955044 3.8077754012054292
62.209391048782734 3.74991282234391
62.26651005972411 3.692602534989574
62.32310308253805 3.635837194770708
62.37917655820346 3.5796095876475587
62.43473684551683 3.5239126283921403
62.48979022171722 3.4687393591754936
62.544342883136814 3.414082948268206
62.59840094587534 3.3599366888605235
62.65197044649647 3.3062939980089667
62.705057342744816 3.2531484157169297
62.75766751326847 3.2004935709767586
62.80980675465339 3.1483230574252685
62.86148079117505 3.0966307257161474
62.912695272283244 3.0454105775728286
62.96345577240148 2.994656733110099
63.0137677917343 2.9443634307042554
63.0636367570859 2.8945250270514267
63.11306802268915 2.8451359974263166
63.162066871044125 2.796190936154456
63.21063851376514 2.7476845573118647
63.25878809243562 2.699611695666782
63.30652067947011 2.651967307878905
63.35384127898243 2.6047464739722272
63.4007548276597 2.557944399098144
63.44726619564128 2.511556415605944
63.49338018740215 2.465577985438049
63.53910154264016 2.4200047028673555
63.58443472914355 2.3748321617185955
