Auger_Id Dec RA E UTC Th Ph N_stations F
40011121600 -11.840 208.900 11.26 1072969615 50.060 164.660 6 1
40011212100 -11.730 270.600 4.902 1072970520 24.950 69.150 6 1
40013266200 5.620 340.500 6.980 1072991061 41.540 100.800 6 1
40017660200 -41.700 231.600 4.638 1073035001 46.730 -26.860 6 1
40020757300 -14.960 185.300 4.216 1073052372 55.880 174.390 6 1
40033271900 11.620 6.730 5.124 1073163918 49.620 68.070 6 1
40033784700 -47.770 334.700 11.10 1073169046 29.730 -143.850 6 1
40040223300 -82.530 228.100 7.830 1073219832 47.230 -89.170 6 1
40043369400 -18.610 53.850 5.071 1073251293 54.340 1.590 5 2
40056241600 18.450 113.900 4.485 1073366415 53.850 92.280 6 1
40061429000 -15.140 286.600 4.511 1073404689 22.380 61.530 6 1
40062972900 -16.660 319.300 4.414 1073420128 26.450 140.530 6 1
40067531300 -61.660 258.500 5.892 1073465712 58.420 -56.110 5 1
40070379300 -5.810 178.600 11.46 1073480592 57.950 162.680 5 1
40074627400 1.260 64.300 4.070 1073523073 38.890 67.510 6 1
40078490500 -50.810 243.400 5.997 1073561704 27.450 -44.080 6 1
40094712600 3.430 60.470 10.02 1073696725 39.010 82.880 6 1
40095322200 -36.740 43.150 7.594 1073702821 30.710 -165.960 6 1
40097671700 -6.450 173.900 4.728 1073726316 29.410 101.700 5 1
40106192500 -37.010 166.800 6.429 1073797924 38.420 -16.990 6 1
40117099900 -8.890 162.000 6.629 1073893398 26.790 80.360 6 1
40121228000 3.650 248.300 8.725 1073921079 45.520 126.280 6 1
40130504000 -38.320 215.600 5.620 1074000239 22.830 -164.030 6 1
40131234400 -27.230 301.800 15.95 1074007543 24.530 11.610 6 1
40132328900 -46.460 280.900 4.304 1074018488 31.320 -146.990 6 1
40136844900 -29.970 177.900 10.20 1074063648 24.870 4.150 6 1
40142577000 -37.150 260.900 4.350 1074107369 55.710 -155.620 6 1
40147467500 -20.750 142.400 6.255 1074156274 32.830 162.600 6 1
40153217700 -32.420 33.190 12.81 1074200176 28.000 -3.830 6 1
40161115900 -48.320 241.800 7.997 1074265558 26.000 -140.630 5 1
40171013700 -17.720 320.400 4.215 1074350936 48.300 7.550 5 2
40171514100 -7.750 319.700 9.957 1074355940 38.640 38.600 6 1
40177387100 4.100 151.100 8.919 1074414670 45.630 125.340 5 2
40181076600 8.410 287.500 7.412 1074437965 45.790 69.760 6 1
40184443900 13.970 56.790 12.69 1074471638 49.350 85.940 6 1
40187682300 -15.400 144.800 14.76 1074504022 44.130 164.790 5 1
40188576900 -11.730 202.800 5.203 1074512968 31.720 137.890 6 1
40190108200 -30.900 295.900 47.62 1074514681 51.560 -13.900 6 1
40193155900 -59.010 58.300 8.021 1074545158 43.800 -51.130 6 1
40193661500 -31.290 78.700 4.722 1074550214 46.980 -12.030 6 1
40202296800 -23.360 322.000 4.566 1074622967 12.430 106.830 6 1
40203392900 2.230 357.000 11.56 1074633928 40.070 113.200 6 1
40215036600 5.510 101.300 4.687 1074736765 44.990 61.280 6 1
40218632400 -15.300 259.600 5.694 1074772723 32.110 31.450 6 1
40220475200 -21.410 212.200 5.831 1074777551 37.190 168.810 6 1
40222657100 -17.930 16.460 10.28 1074799370 34.380 21.600 6 1
40224091700 -37.700 112.900 4.965 1074813716 55.040 -24.730 6 1
40226939700 -18.610 195.700 11.77 1074842196 34.230 20.220 6 1
40274345900 -56.200 118.400 6.607 1075248258 44.960 -46.890 6 1
40292011300 -23.030 341.800 5.580 1075397712 20.630 31.830 6 1
40294069700 -64.930 53.210 4.703 1075418296 29.710 -86.140 6 1
40297886400 -40.810 199.500 4.869 1075456463 8.750 -138.490 6 1
40298383900 -23.600 242.500 7.258 1075461438 16.510 41.570 6 1
40301386600 -42.480 287.800 7.701 1075477865 10.440 -134.320 5 1
40312304600 13.290 308.800 19.80 1075573445 55.480 123.980 6 1
40313127800 -76.430 56.020 4.095 1075581677 45.680 -76.690 6 1
40314616600 -44.160 65.030 4.334 1075596565 10.990 -124.000 6 1
40326496500 -57.030 75.660 34.64 1075701764 54.390 -130.700 6 1
40327673500 -11.460 201.400 10.89 1075713534 23.840 92.330 6 1
40331343200 -52.040 229.400 4.369 1075736631 50.680 -137.970 5 1
40333464600 -6.210 78.530 8.947 1075757845 55.110 19.540 6 1
40342062100 20.990 344.500 4.626 1075830220 58.080 73.810 6 1
40342164400 -29.100 302.700 4.387 1075831243 27.200 175.540 6 1
40345433500 11.380 82.720 5.286 1075863934 53.750 124.820 6 1
40352153900 -60.850 244.900 5.344 1075917538 59.530 -124.350 6 1
40353663900 -10.010 71.000 5.351 1075932638 39.440 31.870 6 1
40361635300 -54.660 279.600 5.645 1075998752 30.530 -130.010 6 1
40365669300 5.440 103.100 5.219 1076039092 44.780 118.180 6 1
40365823400 -43.350 177.800 4.788 1076040633 37.980 -27.330 6 1
40367582300 -37.270 197.100 12.19 1076058222 4.680 -154.510 6 1
40368103700 -61.440 163.800 6.229 1076063436 45.500 -125.590 6 1
40373822700 -56.360 74.780 4.910 1076107026 28.380 -56.460 6 1
40380440800 -2.490 271.200 5.874 1076159607 33.270 80.780 6 1
40381878900 5.480 348.600 8.602 1076173988 46.010 58.130 6 1
40385026900 -36.370 117.000 7.670 1076205468 15.640 -9.510 6 1
40388329000 -24.880 196.900 4.439 1076238489 34.960 173.340 5 2
40388381800 -34.860 199.500 4.705 1076239017 31.090 -169.570 6 1
40394597900 -36.440 17.040 4.734 1076287578 50.640 -158.880 6 1
40398454200 5.210 283.400 8.416 1076326141 56.250 37.440 6 1
40402943500 -62.500 348.400 6.023 1076357434 31.020 -111.530 6 1
40406048600 -67.840 65.610 6.274 1076388485 52.630 -117.460 6 1
40408124300 -62.240 200.600 4.346 1076409242 32.230 -114.540 6 1
40410079900 -31.530 217.700 8.745 1076415198 30.330 -176.770 6 1
40411868600 -64.550 43.920 4.538 1076433085 52.310 -58.300 6 1
40425049800 -40.520 111.100 5.895 1076551297 8.490 -39.800 6 1
40428132000 -55.520 205.700 16.00 1076582119 26.790 -122.990 6 1
40432955300 -54.590 5.630 6.180 1076616752 20.510 -107.280 6 1
40442809800 -37.390 27.170 6.716 1076701697 13.190 -13.930 6 1
40444818500 -54.450 132.300 6.368 1076721784 32.110 -48.280 6 1
40453067700 -64.920 320.500 4.836 1076790676 46.760 -120.990 6 1
40453506800 7.700 74.690 10.43 1076795067 53.420 46.960 6 1
40453661400 -1.400 86.510 7.598 1076796613 49.600 34.310 6 1
40455523500 -61.320 146.100 4.334 1076815234 29.070 -69.550 5 2
40456435700 -53.900 187.100 14.33 1076824356 24.810 -55.740 6 1
40464629000 -45.140 37.830 6.285 1076892689 39.580 -149.570 6 1
40475427200 2.890 110.400 4.167 1076987071 40.050 110.150 6 1
40481525000 -50.750 322.600 6.448 1077034449 15.430 -86.450 5 1
40481716400 -6.090 317.400 4.203 1077036363 31.280 113.250 5 1
40482866800 -69.970 333.100 8.484 1077047867 41.830 -110.850 6 1
40486801100 -30.240 151.600 5.016 1077087210 25.690 177.140 6 1
40487348800 -39.870 227.900 4.047 1077092687 19.090 -20.680 6 1
40492007800 -35.570 347.100 4.410 1077125677 3.820 -5.140 6 1
40493324200 -40.950 6.190 4.698 1077138841 24.950 -157.610 6 1
40495803400 -52.770 174.900 4.980 1077163633 29.580 -46.830 6 1
40496307200 8.390 121.400 8.123 1077168671 58.090 139.290 6 1
40497386200 21.090 211.900 4.732 1077179461 56.650 84.730 6 1
40497922100 -22.510 281.300 7.635 1077184820 46.590 1.520 6 1
40498177800 -53.750 260.600 5.075 1077187377 23.190 -58.440 5 2
40502994100 15.510 37.050 4.128 1077221940 52.150 74.750 6 1
40504140500 -80.710 21.280 11.37 1077233404 49.140 -99.520 6 1
40507541000 -12.170 192.800 7.175 1077267409 30.310 135.630 6 1
40517126700 -21.740 200.200 8.427 1077349666 13.810 82.160 6 1
40522704900 -23.610 62.930 7.932 1077391848 43.420 2.070 6 1
40524334400 -40.660 114.800 5.874 1077408143 25.840 -21.540 6 1
40533600300 -40.010 112.700 20.80 1077487202 46.620 -24.490 5 1
40534406500 -62.970 132.100 4.434 1077495264 39.160 -58.990 6 1
40540993000 -38.250 18.930 4.331 1077547529 57.660 -26.640 6 1
40543257400 -44.770 62.870 4.522 1077570173 20.080 -35.050 6 1
40556480500 -36.170 177.300 6.565 1077688804 1.930 -27.770 6 1
40563323300 -64.260 80.550 7.751 1077743632 36.160 -64.190 6 1
40567438300 -73.510 194.800 6.120 1077784782 39.590 -99.370 6 1
40567648800 -14.960 165.600 5.276 1077786887 56.570 174.960 6 1
40574108900 -70.570 65.710 5.486 1077837888 35.880 -96.910 6 1
40574338700 3.920 59.700 4.778 1077840186 47.230 129.550 5 1
40577187300 -31.150 162.600 19.07 1077868672 36.730 -173.580 5 1
40582847600 -22.730 39.500 7.159 1077911675 17.030 44.020 5 1
40586332500 -10.490 120.900 8.072 1077946524 52.430 164.750 6 1
40598468500 -35.920 238.800 4.483 1078054284 19.010 -171.260 6 1
40603814100 -24.110 98.400 6.003 1078094140 28.030 15.610 6 1
40625662900 -69.540 160.900 4.640 1078285428 34.930 -82.010 6 1
40627375700 -5.620 219.700 4.759 1078302556 29.740 89.450 6 1
40636309500 -75.650 206.400 4.980 1078378294 42.670 -79.320 6 1
40637617400 -44.200 194.400 10.66 1078391373 28.940 -151.210 6 1
40641340000 -1.720 2.770 10.36 1078414999 45.760 39.740 6 1
40646020400 -73.220 168.700 7.626 1078461803 37.870 -88.180 6 1
40650512100 -57.270 0.110 5.505 1078493120 47.360 -48.490 6 1
40696328800 -55.080 186.300 6.771 1078896887 19.950 -83.760 6 1
40697175600 -49.000 208.700 5.505 1078905355 15.270 -113.460 5 1
40703353900 -27.500 110.100 6.487 1078953538 43.460 -4.210 6 1
40705993800 -64.610 115.300 4.799 1078979937 43.400 -120.410 6 1
40715777200 -70.400 81.130 5.372 1079064171 53.780 -114.120 6 1
40720658800 -6.350 330.800 4.418 1079099387 35.510 49.850 6 1
40721878400 -18.390 54.110 6.129 1079111583 50.830 4.660 6 1
40742481800 22.720 39.490 5.645 1079290417 59.340 76.400 6 1
40743583000 -24.930 80.690 9.102 1079301429 12.500 55.060 5 1
40746617900 -57.350 235.600 9.842 1079331778 32.470 -53.930 6 1
40755149800 6.880 155.300 6.046 1079403497 44.870 67.110 6 1
40761825800 -9.890 356.100 6.080 1079456657 25.870 101.980 6 1
40762458000 -32.980 73.990 14.31 1079462979 37.970 -10.120 5 1
40766138900 -70.240 144.800 6.299 1079499788 40.040 -108.300 6 1
40770483000 -30.410 246.300 5.969 1079529629 49.820 -167.700 6 1
40776288500 -23.680 198.300 12.07 1079587684 14.310 52.800 6 1
40780621700 -56.950 244.700 4.853 1079617416 49.590 -131.730 6 1
40782458100 -69.890 63.190 5.417 1079635780 39.020 -72.390 6 1
40783117400 -12.630 118.400 11.91 1079642373 59.160 6.390 6 1
40794900600 -29.150 107.800 4.896 1079746605 21.970 170.530 6 1
40802208100 21.800 26.820 6.291 1079806080 57.390 83.950 6 1
40806359300 -14.010 219.900 4.341 1079847592 31.110 36.910 5 1
40812173000 -18.300 65.830 4.929 1079892129 43.190 11.190 6 1
40812492600 9.460 0.530 7.047 1079895325 54.860 131.940 5 1
40813016200 -67.150 79.730 21.36 1079900561 34.610 -73.890 5 1
40813605200 -79.970 109.000 6.808 1079906451 45.990 -83.360 6 1
40815699400 18.100 166.800 8.802 1079927393 53.440 91.690 6 1
40817527200 -27.890 275.200 5.644 1079945671 27.140 7.470 6 1
40820120500 -5.940 248.400 4.949 1079958004 52.680 157.550 6 1
40832799200 -39.220 52.080 4.562 1080071191 4.510 -57.190 5 1
40833576200 -42.010 134.800 6.650 1080078961 41.500 -25.910 5 1
40836696400 -65.450 149.200 7.209 1080110163 47.000 -120.270 5 2
40840836700 18.970 316.300 5.569 1080137966 55.490 103.360 5 1
40841420100 -29.180 319.800 14.68 1080143800 28.000 176.340 6 1
40853305600 -33.370 23.490 7.744 1080249055 39.720 -168.320 6 1
40855086500 10.440 111.700 5.469 1080266864 56.320 132.360 6 1
40857038700 -3.220 276.500 4.475 1080286386 55.080 24.430 6 1
40861723100 18.280 0.530 5.398 1080319630 53.990 97.520 6 1
40863629300 -22.350 79.030 5.586 1080338692 14.630 119.050 6 1
40866960600 -19.450 286.400 5.910 1080372005 55.300 -0.270 6 1
40871399000 -43.980 33.790 6.328 1080402789 31.180 -28.120 5 1
40873401900 -43.070 113.400 5.120 1080422818 28.280 -26.340 6 1
40874193000 -52.650 131.600 7.417 1080430729 22.590 -56.270 6 1
40877616800 -34.890 256.300 6.952 1080464967 1.810 12.240 6 1
40878513200 -15.170 320.400 4.531 1080473931 32.900 30.750 5 1
40886186300 -19.880 222.200 4.393 1080537062 28.270 26.150 6 1
40887406700 -44.320 203.700 4.746 1080549266 33.510 -151.240 6 1
40887414300 -81.520 264.800 9.414 1080549342 46.690 -86.380 6 1
40890734500 -34.410 321.800 11.80 1080568944 5.680 171.820 6 1
40890982700 -2.230 11.270 11.98 1080571426 44.600 40.540 6 1
40891160800 -19.060 359.100 8.247 1080573207 19.900 52.300 6 1
40893533200 -52.350 114.000 4.886 1080596931 26.270 -48.900 5 2
40893785200 -48.400 66.100 4.691 1080599451 25.500 -140.210 6 1
40901346200 -14.670 329.800 4.768 1080661461 30.760 144.030 6 1
40904873100 -48.080 103.600 5.079 1080696730 31.210 -143.750 6 1
40905120600 -38.220 98.800 7.126 1080699205 42.800 -159.480 6 1
40906551000 -6.770 247.100 4.816 1080713509 42.610 33.930 6 1
40908128900 -52.020 298.000 15.61 1080729288 21.730 -56.190 6 1
40913847100 1.740 125.300 6.936 1080772870 43.720 52.920 6 1
40920870400 10.880 337.200 4.340 1080829503 46.350 89.940 6 1
40923301500 -13.790 24.960 7.417 1080853814 52.820 170.100 6 1
40923649500 -65.750 102.300 6.628 1080857294 30.900 -82.690 6 1
40923848100 -18.520 79.130 7.153 1080859280 26.180 145.640 5 1
40930748200 -8.960 282.200 7.134 1080914681 53.160 162.950 5 2
40931642700 -63.910 296.800 7.473 1080923626 51.680 -122.570 6 1
40937089200 -40.560 307.200 6.694 1080978091 53.370 -27.790 6 1
40938589800 -43.000 306.000 5.307 1080993097 8.640 -62.860 6 1
40946147300 -75.520 222.300 4.146 1081055072 41.480 -81.710 5 2
40947630500 16.900 264.400 10.66 1081069904 52.330 86.590 5 2
40954794800 -31.600 137.500 9.408 1081127947 6.790 147.790 6 1
40962181900 -65.010 341.900 5.087 1081188218 43.460 -119.800 5 1
40962262400 -12.890 32.720 9.718 1081189023 23.340 106.620 6 1
40962889100 -36.740 10.590 14.39 1081195290 43.720 -161.410 6 1
40962988100 -35.550 108.600 4.102 1081196280 31.520 -11.900 6 1
40964281800 -33.180 196.400 4.998 1081209217 58.720 -20.640 6 1
40974705400 -17.190 187.600 4.568 1081299853 43.950 12.290 6 1
40976236800 -23.680 209.000 14.93 1081315167 11.810 78.220 5 1
40982057200 13.410 43.140 13.04 1081359771 49.790 76.710 6 1
40982540500 -37.820 47.730 7.115 1081364604 4.900 -147.610 6 1
40984409600 -16.680 189.200 4.465 1081383295 54.700 4.110 6 1
40985351700 -78.710 93.560 4.456 1081392716 52.900 -103.800 6 1
40986215100 -8.540 241.400 4.745 1081401350 41.680 31.620 6 1
40987920500 -25.410 325.000 4.609 1081418404 41.550 0.350 6 1
40990790200 4.630 12.960 12.57 1081433501 50.150 46.330 5 1
40992108200 -47.950 95.480 9.085 1081446681 45.170 -35.290 6 1
40994289800 -12.780 159.000 11.74 1081468497 36.670 29.910 6 1
40994560700 -68.230 82.780 7.523 1081471206 44.940 -115.630 6 1
40994699900 -18.440 203.300 6.968 1081472598 54.570 1.620 6 1
41003451800 -77.960 151.700 7.113 1081546517 49.190 -76.400 5 1
41006124800 -34.240 206.400 4.995 1081573247 1.840 37.330 6 1
41006456900 -69.960 165.200 7.269 1081576568 44.630 -113.040 5 1
41008123000 -36.000 305.900 4.054 1081593229 14.340 -7.560 5 2
41011507600 -6.760 22.650 4.393 1081613475 30.050 70.110 5 1
41012603600 -28.150 61.890 5.897 1081624435 7.720 67.250 6 1
41021261100 -5.880 43.050 10.67 1081697410 46.960 29.630 5 1
41030408300 -40.420 325.800 5.366 1081775282 5.550 -113.530 6 1
41035053600 17.350 170.000 4.643 1081821735 53.230 81.540 5 2
41048350500 -1.140 352.000 4.018 1081941104 57.950 24.560 6 1
41051908300 -33.120 351.900 4.297 1081963082 34.050 -171.590 5 1
41054323500 -80.320 82.490 6.186 1081987234 49.070 -100.090 6 1
41057782900 -17.260 330.800 4.053 1082021828 49.330 7.560 6 1
41058137200 13.500 323.200 5.487 1082025371 56.270 54.880 6 1
41060218400 -65.250 301.100 4.462 1082032583 32.820 -107.200 6 1
41070859800 -46.150 329.500 11.28 1082125397 19.710 -140.400 6 1
41072250600 20.120 58.030 5.640 1082139305 56.050 80.520 6 1
41072672000 -12.230 36.160 4.458 1082143519 36.370 148.400 6 1
41077064000 -8.480 201.500 5.242 1082187439 52.320 161.320 5 1
41081463900 -83.740 13.850 4.052 1082217838 48.390 -90.580 6 1
41081626500 11.520 41.070 4.981 1082219464 49.450 68.510 5 1
41086392500 -24.020 207.300 11.71 1082267124 18.150 145.660 5 1
41094071700 -41.810 50.590 15.48 1082330316 58.540 -148.370 6 1
41097782000 -20.070 221.100 8.182 1082367419 55.720 -178.450 6 1
41100205700 18.010 328.800 6.554 1082378056 53.410 88.220 6 1
41100740600 -83.740 10.640 4.427 1082383405 48.730 -86.940 6 1
41108290600 -56.590 321.200 12.14 1082458905 23.900 -67.840 6 1
41116845700 -45.960 219.900 17.24 1082530856 22.090 -143.360 5 1
41123280100 -33.520 135.500 4.518 1082581600 31.160 -7.700 6 1
41126703700 -79.230 294.700 6.590 1082615836 48.830 -78.400 6 1
41127649800 8.220 272.000 4.017 1082625297 44.290 101.680 6 1
41130206000 -18.190 29.840 17.01 1082637259 55.080 1.700 5 1
41131998600 -48.370 67.430 11.64 1082655185 21.050 -45.090 6 1
41135294800 -87.720 98.070 6.775 1082688147 54.380 -92.740 6 1
41136096600 -16.750 220.600 7.566 1082696165 19.080 77.070 6 1
41141719000 -23.160 329.900 4.536 1082738789 56.660 -173.690 6 1
41143403100 -38.350 120.100 12.95 1082755630 12.650 -18.120 6 1
41144254600 15.960 117.700 4.266 1082764145 55.570 116.590 6 1
41145761900 -54.430 250.100 4.789 1082779218 37.360 -45.500 6 1
41147555200 -0.050 264.400 6.457 1082797151 37.640 112.890 6 1
41147837900 -37.300 310.400 5.477 1082799978 16.510 -12.970 6 1
41154389700 1.050 115.600 5.181 1082851896 46.810 135.620 6 1
41156323900 2.460 193.900 4.037 1082871238 49.260 137.110 5 2
41163585600 -68.670 171.300 6.385 1082930255 45.500 -64.620 6 1
41170319000 -48.770 358.100 4.911 1082983989 19.520 -49.570 6 1
41176900400 -25.580 265.100 5.452 1083049803 13.920 42.270 5 1
41180346100 -2.840 9.460 21.58 1083070660 41.940 44.450 6 1
41181564900 -62.530 19.040 4.165 1083082848 28.300 -102.400 6 1
41181569900 -13.240 34.250 4.790 1083082898 22.170 84.560 6 1
41182721600 -12.920 103.300 4.486 1083094415 30.670 41.330 6 1
41190924600 7.060 321.200 4.062 1083162845 59.800 144.110 6 1
41191164900 -27.160 338.900 5.274 1083165248 32.740 175.990 6 1
41192343300 17.380 51.160 10.85 1083177032 54.470 106.730 6 1
41193298400 -16.740 117.800 7.419 1083186583 21.670 55.940 6 1
41200350900 5.750 330.300 7.930 1083243508 42.800 108.960 6 1
41202597300 -21.680 45.750 5.323 1083265972 30.420 161.690 6 1
41204645700 -56.860 137.200 7.066 1083286456 27.390 -120.490 6 1
41207829000 -61.990 333.600 8.124 1083318289 35.560 -60.090 6 1
41210007200 -61.260 286.300 4.521 1083326471 37.630 -122.660 5 1
41210831100 16.220 33.830 4.309 1083334710 58.710 56.240 6 1
41211044900 -19.770 324.000 4.057 1083336848 45.760 173.530 6 1
41213452500 -31.870 91.020 4.588 1083360924 19.210 176.120 5 1
41215716000 -10.820 232.400 9.765 1083383559 33.050 42.370 5 1
41221334100 -24.160 14.710 5.592 1083426140 14.900 134.690 6 1
41223059800 -69.350 151.300 6.974 1083443397 44.420 -66.260 6 1
41225810800 4.150 248.600 5.333 1083470907 51.590 42.480 6 1
41230404400 -24.720 49.980 5.016 1083503243 53.680 -6.440 5 1
41241016400 -40.060 65.150 8.539 1083595763 39.580 -22.110 6 1
41242424300 -66.420 131.600 7.063 1083609842 45.260 -61.450 6 1
41243494300 -1.980 156.300 4.565 1083620542 48.600 34.950 5 2
41246325000 -19.990 297.900 4.487 1083648849 55.510 -1.140 6 1
41250969200 -29.160 55.340 23.37 1083681691 35.440 -1.840 5 1
41251366500 -44.190 45.130 7.090 1083685664 14.210 -42.510 6 1
41252842400 -47.730 143.700 6.042 1083700423 39.690 -34.450 6 1
41254377600 -54.650 242.500 7.696 1083715775 59.840 -48.080 6 1
41255939100 -11.400 267.200 66.03 1083731390 47.680 18.580 6 1
41256507900 10.600 244.300 7.075 1083737078 45.990 91.280 6 1
41256846700 -5.200 223.200 9.358 1083740466 44.980 146.450 6 1
41257753600 -60.980 239.600 4.659 1083749535 44.270 -126.040 5 1
41261449400 -21.220 10.670 4.583 1083772893 25.450 152.810 6 1
41265278400 -46.420 235.600 5.602 1083811183 32.220 -32.560 6 1
41267645000 -22.890 282.100 4.628 1083834849 16.120 132.470 6 1
41280406100 -6.440 333.400 4.654 1083935260 34.190 126.930 6 1
41294089200 -63.740 166.700 40.35 1084058491 30.500 -73.880 6 1
41296621200 -21.450 257.200 6.470 1084083811 14.240 77.760 6 1
41297751800 -33.330 278.600 8.976 1084095117 18.770 -179.790 5 1
41298274100 -42.810 274.200 4.120 1084100340 38.010 -153.640 5 1
41301677900 -16.420 62.260 4.704 1084120778 22.680 53.530 6 1
41302024200 -53.910 34.530 7.795 1084124241 27.040 -127.940 6 1
41303217000 -23.770 69.090 4.648 1084136169 39.360 174.960 5 1
41303941600 -32.100 193.200 29.01 1084143415 41.340 -10.290 6 1
41305173500 9.890 193.400 4.215 1084155734 45.300 91.520 6 1
41305470900 -80.480 122.800 4.144 1084158708 54.240 -101.660 6 1
41305848800 2.180 190.800 5.554 1084162487 47.940 135.360 6 1
41306786800 -26.100 238.900 26.17 1084171867 21.700 161.010 6 1
41308230400 -16.620 357.500 8.944 1084186303 36.680 21.590 5 2
41310231800 -38.400 45.570 10.79 1084192717 44.560 -21.330 6 1
41314602800 -12.950 114.800 4.813 1084236427 55.630 171.310 6 1
41325882500 -47.160 241.800 4.388 1084335624 16.620 -49.570 6 1
41327668300 -73.220 323.800 14.54 1084353482 39.510 -79.650 6 1
41340000600 -2.530 355.500 6.829 1084449605 35.070 66.720 6 1
41340867900 -34.590 37.540 5.161 1084458278 15.730 -2.490 5 1
41340941000 -2.720 64.510 4.302 1084459009 51.510 29.550 6 1
41341280500 -43.930 67.140 21.07 1084462404 25.430 -29.020 6 1
41342652800 -36.280 92.000 8.969 1084476127 1.120 -131.330 6 1
41346567000 -40.460 261.600 4.096 1084515269 6.420 -54.470 6 1
41350477400 -32.250 358.600 5.945 1084540773 4.780 141.380 5 2
41352755900 15.940 124.100 4.073 1084563558 56.830 60.140 6 1
41353914300 -29.110 125.500 5.758 1084575142 19.070 166.830 5 2
41354109000 -17.710 214.400 4.459 1084577089 55.180 2.240 6 1
41356972300 -1.760 302.100 7.520 1084605722 42.350 46.510 6 1
41362689800 -30.550 112.200 4.299 1084649297 13.990 15.510 6 1
41366240800 -57.290 159.800 10.94 1084684807 58.420 -129.200 6 1
41368113600 -7.250 347.400 5.132 1084703535 35.900 46.000 6 1
41368292200 -68.280 265.800 5.058 1084705321 48.260 -116.660 5 1
41372651100 -25.520 82.630 4.021 1084735310 15.160 143.320 5 2
41373536200 -84.490 153.100 4.167 1084744161 49.520 -87.440 6 1
41373614100 -15.950 132.800 6.641 1084744940 19.740 99.490 6 1
41374429300 -19.480 150.800 6.872 1084753092 23.440 142.230 6 1
41375279400 -19.120 186.700 6.015 1084761593 23.380 141.320 6 1
41378341500 -36.490 37.260 4.315 1084792214 50.480 -21.030 6 1
41380838900 -38.070 14.710 4.848 1084803588 5.730 -151.100 5 1
41382167900 -32.550 94.550 9.864 1084816878 15.030 6.150 6 1
41383036500 -21.560 81.670 5.436 1084825564 30.640 161.780 6 1
41384764900 15.970 210.200 4.688 1084842848 56.610 60.940 6 1
41386116600 -28.610 208.800 13.86 1084856365 28.620 175.650 6 1
41391560800 -43.760 69.940 9.026 1084897207 15.860 -37.290 5 1
41392026500 -71.440 117.300 16.82 1084901864 43.010 -70.510 6 1
41394769900 -76.500 107.700 4.656 1084929298 53.210 -106.610 5 1
41397567200 -42.180 351.000 5.116 1084957271 37.310 -25.210 6 1
41403140000 4.050 104.500 5.495 1084999399 41.730 112.510 5 1
41406076600 -33.760 170.600 23.95 1085028765 57.410 -159.070 5 1
41413208600 -20.090 164.300 4.537 1085086485 39.130 11.960 6 1
41415192400 -8.560 200.000 5.455 1085106323 27.480 103.070 5 1
41423234800 -34.870 199.700 81.09 1085173147 59.240 -23.150 5 1
41423655700 14.810 135.500 7.438 1085177356 50.620 99.260 6 1
41424810700 -40.590 182.200 4.382 1085188906 8.680 -141.010 6 1
41425511800 20.710 235.100 5.727 1085195917 57.820 73.740 6 1
41425599000 -8.360 172.500 7.521 1085196789 54.110 163.080 5 2
41428467200 -52.160 319.700 7.563 1085225471 24.010 -127.920 6 1
41428597600 -36.510 15.080 12.13 1085226775 20.880 -10.670 6 1
41433428500 13.390 157.300 5.594 1085261484 53.430 61.810 6 1
41434664700 -38.970 217.600 13.90 1085273846 25.410 -17.340 6 1
41435372100 -2.770 186.200 5.376 1085280920 42.470 136.390 6 1
41436409500 -33.700 317.700 4.079 1085291294 47.660 -15.830 6 1
41441721800 -60.180 18.240 5.959 1085330817 38.360 -125.110 6 1
41445210800 -49.600 126.900 9.883 1085365707 59.660 -138.190 6 1
41448007700 11.250 346.500 18.82 1085393676 50.210 64.450 6 1
41450153400 -31.630 293.400 4.030 1085401533 54.150 -163.630 6 1
41452290100 6.000 115.400 4.542 1085422900 48.320 53.420 6 1
41452948600 -58.010 169.700 9.882 1085429485 41.530 -49.900 6 1
41454379800 -1.570 223.000 5.955 1085443797 55.130 27.160 6 1
41455940300 -54.300 160.100 4.700 1085459402 57.060 -133.390 5 2
41456837800 4.340 248.300 9.284 1085468377 49.000 132.100 5 1
41460702100 -16.730 48.190 5.144 1085493420 28.860 34.010 6 1
41464653600 -0.360 191.000 7.644 1085532935 35.160 85.800 5 1
41465275400 -24.540 183.700 4.133 1085539153 28.590 166.460 6 1
41470351500 -35.180 339.900 4.855 1085576314 24.340 -171.680 6 1
41470762300 -33.340 20.100 5.225 1085580422 6.040 162.540 6 1
41471203700 -9.740 18.330 4.971 1085584836 35.520 140.410 6 1
41472498500 -48.180 23.350 12.99 1085597784 55.760 -141.380 5 2
41474602500 -35.060 135.700 8.086 1085618824 41.780 -164.790 6 1
41480716000 7.070 341.600 4.376 1085666359 59.540 143.620 6 1
41482282900 3.850 136.900 4.166 1085682028 57.910 32.910 6 1
41482809100 -36.970 171.900 4.304 1085687290 46.580 -20.020 6 1
41483392700 -43.950 120.700 17.35 1085693126 15.670 -141.340 6 1
41486621801 -51.020 296.000 16.54 1085725417 23.000 -50.330 5 1
41487967400 -44.770 293.200 4.125 1085738873 28.650 -150.000 6 1
41492593900 -39.750 133.600 4.627 1085771538 22.790 -19.260 6 1
41492744700 -75.330 117.300 17.98 1085773046 39.980 -87.750 6 1
41493866400 -34.800 97.080 5.149 1085784263 49.370 -161.600 6 1
