# l, b
-36.00033208690471 18.00015999434218
-36.00197065527516 18.000969994373037
-36.00942904609075 18.00523719942808
-36.02662798914555 18.018789381196616
-36.02172168642236 18.04943194958432
-35.98883673682028 18.00682638005893
-35.985372587939125 17.931967669255403
-36.01394587427045 17.880931448273373
-36.05070366972519 17.864088374250674
-36.06221428218589 17.85512692371834
-36.056841912894996 17.847383684184834
-36.049277121237026 17.83853361825379
-36.03544088757094 17.761334436973286
-36.045170600033245 17.638675327861698
-36.08830072596765 17.452286446802443
-36.123302773729385 17.324338339274117
-36.168059596619244 17.22051659624083
-36.22447438415402 17.169893351130266
-36.31317729828716 17.15444823918825
-36.40685129210172 17.13457356696842
-36.510266193180584 17.11136400008635
-36.57647847664288 17.08976337290427
-36.62087444824877 17.064177842250988
-36.65166224138079 17.02759960762575
-36.686710160218055 16.978177840373146
-36.72440432440124 16.932735470800043
-36.7608359000409 16.90304465062107
-36.78757896273611 16.881930327969393
-36.804533716224654 16.85179382020224
-36.816505873998445 16.808796792995437
-36.817923513809994 16.75875182841054
-36.822828046207505 16.704440801857768
-36.8209523542219 16.648232566673453
-36.80387950962693 16.591029320846687
-36.77973302059946 16.53477559290236
-36.754717755202336 16.47752111935551
-36.73573182166379 16.417651594606593
-36.717761832978546 16.357081846703807
-36.69870148039787 16.300523622000465
-36.680080540450334 16.243748560193723
-36.66289928947781 16.196468333748005
-36.634569325987975 16.143579273071918
-36.61324745592367 16.07977003316333
-36.60613814218821 16.025781823847854
-36.59050882141544 15.964756975364516
-36.57851684007676 15.910475989463546
-36.56729822486009 15.861533187275079
-36.55524836218609 15.82271666968122
-36.541576032987486 15.785308863839262
-36.52800165136797 15.748287206801916
-36.51465739548297 15.714311971690702
-36.4974988161459 15.67597563469784
-36.4803478062182 15.641697493283942
-36.46050198626603 15.605915433709244
-36.436287714769655 15.571912147634091
-36.39857876435983 15.538859991796535
-36.35819485533355 15.517431118505979
-36.3133413084904 15.499078814051733
-36.26747964889664 15.479485702078534
-36.218537649216124 15.455959762365904
-36.1808981434091 15.43504240012676
-36.1455632169818 15.416091903687335
-36.120743074763574 15.39889712252372
-36.1073246749391 15.385339016074939
-36.10024667693576 15.376361229161224
-36.098573951682866 15.3690975933595
-36.09884390380588 15.363821539057
-36.097810321964374 15.359936439015799
-36.09051324055127 15.360582306622593
-36.074906955460705 15.366645486893288
-36.04902393317815 15.382836647911054
-36.021794688732456 15.403768167600287
-35.996480415542074 15.423830927658905
-35.96979257266736 15.44365281824009
-35.94123443725899 15.464662666990055
-35.91000824058089 15.48967837259402
-35.88181651154392 15.518644439623936
-35.85597089715173 15.55136985658524
-35.83172674360944 15.585975481255636
-35.80933522241334 15.619888824547752
-35.790595713658064 15.651090636088597
-35.7741278935703 15.681709522507864
-35.759613414687244 15.716528918842144
-35.747466601343575 15.753951546371198
-35.73766409947046 15.797672602078187
-35.729036451115725 15.84307057742285
-35.71787290330453 15.890193916965222
-35.70442386772981 15.93765605667113
-35.68809522669674 15.975555379812068
-35.67122927905439 15.997604929028892
-35.648474663091086 16.017778672551525
-35.625194417591395 16.033875027909673
-35.601792291640145 16.050973294621237
-35.574193254931814 16.071458230050155
-35.53947576785711 16.097104217134532
-35.49628155059601 16.12603182476931
-35.453038597931325 16.153683969407986
-35.40994140327135 16.179192873023826
-35.36912114988845 16.199015355937238
-35.31758020249868 16.21828824836714
-35.26053276191225 16.237091129654374
-35.198296786041865 16.255137809513272
-35.14290048962427 16.27786606768816
-35.08676137278472 16.31211773379661
-35.04700812426949 16.350017792474475
-35.023294383277964 16.391918206652477
-35.00437128474239 16.450076147448158
-34.99445584057377 16.484788340410148
-34.9811082555604 16.5165362149355
-34.96568076037928 16.544334385590215
-34.94870072180657 16.57364154554021
-34.93521713208087 16.59797923271087
-34.92216970401483 16.62036207403836
-34.90398265138833 16.646875809509083
-34.88373029344533 16.671977102024023
-34.86381523954037 16.69265294532417
-34.842981267049645 16.707529781752566
-34.82262544340025 16.717015340943927
-34.7956668440925 16.724965446871757
-34.76893952473165 16.732221701618293
-34.74292601330199 16.739252599098563
-34.71863443536911 16.74301671505959
-34.695771923645594 16.74493331073437
-34.67662400341633 16.745453873699176
-34.65676386962237 16.745199457739897
-34.64112468535487 16.75134552236763
-34.62761690997881 16.759482528417852
-34.61705036406854 16.76483420371813
-34.60680556611759 16.773417472786974
-34.597008010651685 16.78765394982864
-34.58891605323851 16.80964933740052
-34.58396936405068 16.83180730705015
-34.5791875591305 16.853703398785758
-34.57496305281953 16.880561652269623
-34.576496066222205 16.90341264875001
-34.57997917285475 16.919585372819462
-34.583667005205065 16.93143975923829
-34.58818664241969 16.9414770324187
-34.592863460968516 16.95048960750585
-34.59585881832514 16.957970430049496
-34.596999057350494 16.964818888088285
-34.59568798572856 16.973384142195577
-34.59283361987163 16.981035961884306
-34.58935595609331 16.988385600750085
-34.58383622982028 16.999049937282244
-34.575933195275 17.01549464205972
-34.569334574784804 17.035173555963894
-34.565695670059455 17.054568071168756
-34.564473743649884 17.073348090884483
-34.564428910991914 17.09294553395765
