# lg(E/GeV)  J(z=1) E^2 (GeV cm-2 sr-1 s-1)   (zmax = 1, m = -3) 
3.6500 	 3.8285E-12 	  
3.6644 	 3.8471E-12 	  
3.6789 	 3.8641E-12 	  
3.6933 	 3.8795E-12 	  
3.7077 	 3.8934E-12 	  
3.7221 	 3.9057E-12 	  
3.7366 	 3.9164E-12 	  
3.7510 	 3.9255E-12 	  
3.7654 	 3.9330E-12 	  
3.7799 	 3.9389E-12 	  
3.7943 	 3.9431E-12 	  
3.8087 	 3.9458E-12 	  
3.8231 	 3.9467E-12 	  
3.8376 	 3.9460E-12 	  
3.8520 	 3.9436E-12 	  
3.8664 	 3.9396E-12 	  
3.8809 	 3.9338E-12 	  
3.8953 	 3.9264E-12 	  
3.9097 	 3.9172E-12 	  
3.9241 	 3.9063E-12 	  
3.9386 	 3.8937E-12 	  
3.9530 	 3.8794E-12 	  
3.9674 	 3.8632E-12 	  
3.9819 	 3.8454E-12 	  
3.9963 	 3.8257E-12 	  
4.0107 	 3.8043E-12 	  
4.0252 	 3.7811E-12 	  
4.0396 	 3.7560E-12 	  
4.0540 	 3.7292E-12 	  
4.0684 	 3.7005E-12 	  
4.0829 	 3.6700E-12 	  
4.0973 	 3.6377E-12 	  
4.1117 	 3.6035E-12 	  
4.1262 	 3.5674E-12 	  
4.1406 	 3.5295E-12 	  
4.1550 	 3.4896E-12 	  
4.1694 	 3.4479E-12 	  
4.1839 	 3.4043E-12 	  
4.1983 	 3.3587E-12 	  
4.2127 	 3.3113E-12 	  
4.2272 	 3.2619E-12 	  
4.2416 	 3.2105E-12 	  
4.2560 	 3.1572E-12 	  
4.2704 	 3.1021E-12 	  
4.2849 	 3.0456E-12 	  
4.2993 	 2.9879E-12 	  
4.3137 	 2.9296E-12 	  
4.3282 	 2.8709E-12 	  
4.3426 	 2.8123E-12 	  
4.3570 	 2.7540E-12 	  
4.3714 	 2.6965E-12 	  
4.3859 	 2.6401E-12 	  
4.4003 	 2.5851E-12 	  
4.4147 	 2.5321E-12 	  
4.4292 	 2.4812E-12 	  
4.4436 	 2.4330E-12 	  
4.4580 	 2.3876E-12 	  
4.4724 	 2.3456E-12 	  
4.4869 	 2.3073E-12 	  
4.5013 	 2.2731E-12 	  
4.5157 	 2.2432E-12 	  
4.5302 	 2.2181E-12 	  
4.5446 	 2.1982E-12 	  
4.5590 	 2.1838E-12 	  
4.5734 	 2.1745E-12 	  
4.5879 	 2.1698E-12 	  
4.6023 	 2.1689E-12 	  
4.6167 	 2.1711E-12 	  
4.6312 	 2.1757E-12 	  
4.6456 	 2.1820E-12 	  
4.6600 	 2.1894E-12 	  
4.6744 	 2.1970E-12 	  
4.6889 	 2.2043E-12 	  
4.7033 	 2.2106E-12 	  
4.7177 	 2.2150E-12 	  
4.7322 	 2.2170E-12 	  
4.7466 	 2.2158E-12 	  
4.7610 	 2.2107E-12 	  
4.7755 	 2.2010E-12 	  
4.7899 	 2.1861E-12 	  
4.8043 	 2.1652E-12 	  
4.8187 	 2.1377E-12 	  
4.8332 	 2.1028E-12 	  
4.8476 	 2.0598E-12 	  
4.8620 	 2.0082E-12 	  
4.8765 	 1.9490E-12 	  
4.8909 	 1.8837E-12 	  
4.9053 	 1.8137E-12 	  
4.9197 	 1.7406E-12 	  
4.9342 	 1.6658E-12 	  
4.9486 	 1.5909E-12 	  
4.9630 	 1.5173E-12 	  
4.9775 	 1.4465E-12 	  
