#i	X	Y	Z
0	-8.680	0.162	-0.519
0	-8.675	0.164	-0.526
0	-8.672	0.166	-0.531
0	-8.670	0.169	-0.535
0	-8.668	0.173	-0.540
0	-8.666	0.177	-0.546
0	-8.666	0.182	-0.552
0	-8.667	0.187	-0.556
0	-8.668	0.191	-0.559
0	-8.671	0.196	-0.562
0	-8.674	0.201	-0.563
0	-8.679	0.206	-0.564
0	-8.682	0.210	-0.562
0	-8.686	0.215	-0.559
0	-8.689	0.219	-0.554
0	-8.691	0.223	-0.548
0	-8.692	0.225	-0.541
0	-8.691	0.225	-0.534
0	-8.690	0.225	-0.529
0	-8.688	0.224	-0.523
0	-8.685	0.223	-0.519
0	-8.682	0.222	-0.516
0	-8.678	0.221	-0.513
0	-8.672	0.220	-0.510
0	-8.667	0.219	-0.508
0	-8.662	0.219	-0.506
0	-8.656	0.218	-0.505
0	-8.650	0.218	-0.504
0	-8.642	0.219	-0.504
0	-8.636	0.219	-0.504
0	-8.631	0.220	-0.505
0	-8.626	0.220	-0.507
0	-8.621	0.222	-0.509
0	-8.615	0.224	-0.512
0	-8.610	0.226	-0.517
0	-8.606	0.230	-0.522
0	-8.604	0.235	-0.527
0	-8.603	0.239	-0.532
0	-8.604	0.243	-0.535
0	-8.606	0.247	-0.537
0	-8.608	0.251	-0.539
0	-8.611	0.257	-0.540
0	-8.615	0.263	-0.539
0	-8.618	0.268	-0.538
0	-8.621	0.273	-0.536
0	-8.625	0.277	-0.532
0	-8.628	0.280	-0.529
0	-8.631	0.283	-0.526
0	-8.634	0.285	-0.522
0	-8.638	0.286	-0.517
0	-8.642	0.288	-0.510
0	-8.645	0.289	-0.505
0	-8.648	0.291	-0.498
0	-8.650	0.293	-0.492
0	-8.651	0.295	-0.487
0	-8.652	0.297	-0.482
0	-8.652	0.300	-0.476
0	-8.652	0.303	-0.471
0	-8.652	0.307	-0.466
0	-8.651	0.310	-0.462
0	-8.651	0.315	-0.458
0	-8.651	0.320	-0.454
0	-8.650	0.325	-0.450
0	-8.650	0.330	-0.446
0	-8.650	0.336	-0.443
0	-8.648	0.342	-0.439
0	-8.647	0.346	-0.436
0	-8.644	0.351	-0.434
0	-8.642	0.356	-0.431
0	-8.639	0.359	-0.429
0	-8.636	0.362	-0.428
0	-8.632	0.365	-0.427
0	-8.628	0.368	-0.426
0	-8.622	0.371	-0.426
0	-8.617	0.373	-0.427
0	-8.610	0.376	-0.429
0	-8.604	0.379	-0.431
0	-8.598	0.382	-0.434
0	-8.594	0.383	-0.436
0	-8.589	0.386	-0.438
0	-8.585	0.389	-0.440
0	-8.581	0.392	-0.442
0	-8.577	0.396	-0.443
0	-8.573	0.400	-0.445
0	-8.569	0.406	-0.446
0	-8.564	0.411	-0.447
0	-8.560	0.415	-0.448
0	-8.556	0.419	-0.448
0	-8.551	0.423	-0.449
0	-8.547	0.427	-0.450
0	-8.542	0.431	-0.451
0	-8.537	0.435	-0.453
0	-8.533	0.439	-0.455
0	-8.529	0.444	-0.458
0	-8.525	0.448	-0.461
0	-8.522	0.453	-0.464
0	-8.518	0.457	-0.469
0	-8.515	0.462	-0.473
0	-8.513	0.466	-0.478
0	-8.511	0.471	-0.482
0	-8.510	0.476	-0.487
0	-8.509	0.480	-0.491
0	-8.509	0.484	-0.494
0	-8.510	0.488	-0.498
0	-8.510	0.490	-0.499
0	-8.510	0.491	-0.500
0	-8.510	0.492	-0.501
0	-8.510	0.492	-0.501
0	-8.510	0.497	-0.505
0	-8.510	0.500	-0.509
0	-8.509	0.504	-0.512
0	-8.509	0.508	-0.518
0	-8.508	0.511	-0.522
0	-8.506	0.513	-0.527
0	-8.505	0.515	-0.531
0	-8.504	0.516	-0.536
0	-8.503	0.517	-0.541
0	-8.502	0.517	-0.547
0	-8.501	0.516	-0.554
0	-8.500	0.515	-0.560
0	-8.500	0.513	-0.567
0	-8.500	0.512	-0.573
0	-8.500	0.511	-0.580
0	-8.500	0.511	-0.587
0	-8.500	0.511	-0.591
0	-8.500	0.511	-0.596
0	-8.500	0.511	-0.599
0	-8.500	0.511	-0.600
0	-8.500	0.511	-0.601
0	-8.501	0.511	-0.602
0	-8.501	0.512	-0.606
0	-8.503	0.513	-0.611
0	-8.504	0.514	-0.615
0	-8.507	0.516	-0.619
0	-8.510	0.518	-0.623
0	-8.513	0.520	-0.627
0	-8.517	0.522	-0.631
0	-8.524	0.524	-0.636
0	-8.531	0.526	-0.641
0	-8.537	0.526	-0.644
0	-8.542	0.526	-0.646
0	-8.547	0.525	-0.648
0	-8.553	0.523	-0.650
0	-8.560	0.521	-0.652
0	-8.565	0.517	-0.653
0	-8.569	0.515	-0.653
0	-8.574	0.511	-0.652
0	-8.577	0.507	-0.651
0	-8.579	0.503	-0.650
0	-8.580	0.501	-0.649
0	-8.580	0.500	-0.649
0	-8.581	0.498	-0.648
0	-8.581	0.497	-0.647
0	-8.581	0.494	-0.646
0	-8.581	0.490	-0.645
0	-8.580	0.485	-0.643
0	-8.578	0.480	-0.640
0	-8.575	0.476	-0.638
0	-8.572	0.472	-0.636
0	-8.567	0.467	-0.632
0	-8.562	0.464	-0.630
0	-8.558	0.462	-0.628
0	-8.553	0.459	-0.625
0	-8.546	0.456	-0.620
0	-8.541	0.454	-0.616
0	-8.537	0.452	-0.613
0	-8.533	0.451	-0.610
0	-8.528	0.449	-0.606
0	-8.522	0.448	-0.603
0	-8.516	0.446	-0.598
0	-8.510	0.445	-0.595
0	-8.506	0.444	-0.592
0	-8.501	0.442	-0.589
0	-8.497	0.441	-0.587
0	-8.492	0.439	-0.584
0	-8.488	0.436	-0.582
0	-8.483	0.433	-0.580
0	-8.478	0.430	-0.579
0	-8.472	0.427	-0.579
0	-8.466	0.425	-0.578
0	-8.460	0.423	-0.579
0	-8.454	0.422	-0.579
0	-8.448	0.423	-0.579
0	-8.442	0.423	-0.579
0	-8.437	0.424	-0.579
0	-8.432	0.425	-0.579
0	-8.429	0.426	-0.579
0	-8.425	0.426	-0.579
0	-8.421	0.427	-0.579
0	-8.417	0.428	-0.579
0	-8.412	0.429	-0.578
0	-8.407	0.431	-0.578
0	-8.403	0.432	-0.578
0	-8.401	0.433	-0.578
0	-8.400	0.433	-0.579
0	-8.399	0.433	-0.579
0	-8.398	0.434	-0.579
0	-8.395	0.435	-0.579
0	-8.392	0.437	-0.580
0	-8.387	0.440	-0.581
0	-8.383	0.444	-0.583
0	-8.378	0.448	-0.585
0	-8.373	0.455	-0.587
0	-8.369	0.461	-0.590
0	-8.367	0.466	-0.591
0	-8.365	0.471	-0.591
0	-8.362	0.477	-0.592
0	-8.360	0.482	-0.591
0	-8.357	0.487	-0.591
0	-8.354	0.491	-0.590
0	-8.350	0.495	-0.588
0	-8.346	0.498	-0.587
0	-8.340	0.501	-0.585
0	-8.334	0.502	-0.584
0	-8.328	0.502	-0.584
0	-8.322	0.502	-0.584
0	-8.315	0.501	-0.584
0	-8.308	0.501	-0.584
0	-8.302	0.501	-0.584
0	-8.296	0.502	-0.585
0	-8.291	0.502	-0.587
0	-8.286	0.503	-0.589
0	-8.281	0.503	-0.592
0	-8.277	0.504	-0.594
0	-8.273	0.505	-0.597
0	-8.269	0.506	-0.602
0	-8.265	0.509	-0.607
0	-8.261	0.512	-0.611
0	-8.258	0.516	-0.615
0	-8.254	0.521	-0.619
0	-8.251	0.526	-0.622
0	-8.249	0.531	-0.625
0	-8.247	0.535	-0.627
0	-8.246	0.539	-0.629
0	-8.245	0.545	-0.632
0	-8.246	0.550	-0.634
0	-8.248	0.555	-0.636
0	-8.251	0.561	-0.638
0	-8.255	0.566	-0.640
0	-8.260	0.570	-0.640
0	-8.265	0.573	-0.639
0	-8.271	0.576	-0.637
0	-8.275	0.577	-0.635
0	-8.279	0.578	-0.633
0	-8.283	0.579	-0.631
0	-8.286	0.579	-0.628
0	-8.291	0.579	-0.625
0	-8.294	0.579	-0.623
0	-8.298	0.578	-0.620
0	-8.303	0.577	-0.616
0	-8.308	0.575	-0.611
0	-8.311	0.573	-0.607
0	-8.314	0.571	-0.603
0	-8.317	0.569	-0.597
0	-8.319	0.567	-0.593
0	-8.320	0.565	-0.589
0	-8.320	0.562	-0.584
0	-8.320	0.560	-0.579
0	-8.320	0.557	-0.574
0	-8.319	0.554	-0.570
0	-8.317	0.551	-0.565
0	-8.315	0.548	-0.559
0	-8.313	0.545	-0.555
0	-8.311	0.543	-0.551
0	-8.307	0.540	-0.546
0	-8.303	0.538	-0.542
0	-8.298	0.537	-0.538
0	-8.294	0.536	-0.536
0	-8.290	0.535	-0.534
0	-8.285	0.535	-0.532
0	-8.281	0.535	-0.531
0	-8.275	0.536	-0.531
0	-8.269	0.537	-0.531
0	-8.263	0.538	-0.533
0	-8.258	0.539	-0.535
0	-8.254	0.541	-0.537
0	-8.250	0.542	-0.542
0	-8.247	0.544	-0.546
0	-8.244	0.546	-0.551
0	-8.243	0.547	-0.558
0	-8.242	0.549	-0.564
0	-8.242	0.550	-0.570
0	-8.242	0.552	-0.576
0	-8.242	0.554	-0.582
0	-8.242	0.556	-0.588
0	-8.244	0.558	-0.594
0	-8.246	0.561	-0.599
0	-8.251	0.565	-0.605
0	-8.254	0.568	-0.608
0	-8.258	0.572	-0.612
0	-8.263	0.575	-0.615
0	-8.270	0.578	-0.617
0	-8.276	0.579	-0.619
0	-8.282	0.579	-0.620
0	-8.287	0.578	-0.620
0	-8.291	0.576	-0.621
0	-8.295	0.574	-0.621
0	-8.299	0.571	-0.622
0	-8.304	0.567	-0.621
0	-8.307	0.564	-0.621
0	-8.310	0.560	-0.620
0	-8.314	0.554	-0.620
0	-8.316	0.548	-0.619
0	-8.317	0.543	-0.618
0	-8.318	0.538	-0.617
0	-8.318	0.533	-0.617
0	-8.319	0.528	-0.616
0	-8.319	0.522	-0.615
0	-8.319	0.516	-0.615
0	-8.319	0.510	-0.615
0	-8.319	0.505	-0.616
0	-8.319	0.502	-0.616
0	-8.319	0.500	-0.617
0	-8.319	0.497	-0.618
0	-8.319	0.495	-0.619
0	-8.319	0.490	-0.622
0	-8.320	0.486	-0.625
0	-8.322	0.482	-0.629
0	-8.325	0.479	-0.633
0	-8.328	0.477	-0.638
0	-8.332	0.476	-0.642
0	-8.336	0.475	-0.647
0	-8.340	0.475	-0.654
0	-8.342	0.476	-0.661
0	-8.343	0.477	-0.668
0	-8.344	0.478	-0.677
0	-8.344	0.478	-0.682
0	-8.344	0.478	-0.687
0	-8.343	0.479	-0.691
0	-8.343	0.478	-0.695
0	-8.342	0.478	-0.700
0	-8.342	0.478	-0.705
0	-8.342	0.477	-0.710
0	-8.342	0.476	-0.716
0	-8.343	0.474	-0.722
0	-8.344	0.473	-0.728
0	-8.344	0.471	-0.736
0	-8.344	0.471	-0.742
0	-8.344	0.471	-0.749
0	-8.343	0.472	-0.756
0	-8.341	0.474	-0.762
0	-8.339	0.476	-0.767
0	-8.337	0.479	-0.773
0	-8.334	0.481	-0.778
0	-8.332	0.484	-0.783
0	-8.330	0.488	-0.789
0	-8.328	0.491	-0.794
0	-8.328	0.492	-0.797
0	-8.327	0.493	-0.799
0	-8.327	0.494	-0.800
0	-8.327	0.495	-0.801
0	-8.327	0.495	-0.802
0	-8.326	0.498	-0.806
0	-8.326	0.499	-0.809
0	-8.326	0.500	-0.810
0	-8.326	0.501	-0.811
0	-8.327	0.501	-0.812
0	-8.327	0.505	-0.816
0	-8.328	0.508	-0.819
0	-8.329	0.513	-0.822
0	-8.330	0.517	-0.824
0	-8.330	0.522	-0.826
0	-8.332	0.528	-0.827
0	-8.333	0.534	-0.827
0	-8.334	0.540	-0.827
0	-8.335	0.546	-0.826
0	-8.335	0.552	-0.825
0	-8.336	0.557	-0.824
0	-8.337	0.563	-0.824
0	-8.339	0.570	-0.823
0	-8.340	0.576	-0.822
0	-8.342	0.582	-0.822
0	-8.345	0.588	-0.822
0	-8.347	0.594	-0.822
0	-8.350	0.599	-0.823
0	-8.353	0.606	-0.823
0	-8.356	0.614	-0.824
0	-8.359	0.619	-0.824
0	-8.361	0.626	-0.825
0	-8.364	0.632	-0.827
0	-8.366	0.638	-0.829
0	-8.369	0.645	-0.831
0	-8.371	0.651	-0.834
0	-8.373	0.655	-0.835
0	-8.375	0.659	-0.837
0	-8.378	0.663	-0.838
0	-8.382	0.667	-0.840
0	-8.386	0.671	-0.841
0	-8.391	0.675	-0.842
0	-8.398	0.679	-0.842
0	-8.405	0.681	-0.841
0	-8.412	0.682	-0.839
0	-8.417	0.682	-0.837
0	-8.423	0.682	-0.835
0	-8.429	0.681	-0.832
0	-8.435	0.680	-0.828
0	-8.439	0.679	-0.824
0	-8.443	0.678	-0.820
0	-8.446	0.678	-0.817
0	-8.449	0.677	-0.813
0	-8.453	0.677	-0.806
0	-8.456	0.676	-0.802
0	-8.458	0.676	-0.797
0	-8.461	0.675	-0.790
0	-8.463	0.675	-0.785
0	-8.465	0.674	-0.777
0	-8.465	0.674	-0.770
0	-8.466	0.673	-0.763
0	-8.465	0.673	-0.758
0	-8.465	0.672	-0.751
0	-8.463	0.673	-0.744
0	-8.462	0.673	-0.739
0	-8.460	0.675	-0.733
0	-8.459	0.676	-0.729
0	-8.456	0.677	-0.725
0	-8.454	0.679	-0.721
0	-8.450	0.681	-0.717
0	-8.445	0.682	-0.713
0	-8.438	0.682	-0.709
0	-8.433	0.682	-0.706
0	-8.426	0.681	-0.702
0	-8.423	0.680	-0.701
0	-8.422	0.680	-0.700
0	-8.421	0.680	-0.700
0	-8.420	0.680	-0.699
0	-8.417	0.679	-0.697
0	-8.413	0.677	-0.696
0	-8.408	0.675	-0.695
0	-8.402	0.673	-0.694
0	-8.400	0.672	-0.694
0	-8.400	0.672	-0.694
0	-8.399	0.671	-0.694
0	-8.398	0.671	-0.694
0	-8.394	0.668	-0.695
0	-8.389	0.665	-0.696
0	-8.385	0.661	-0.696
0	-8.382	0.657	-0.697
0	-8.379	0.653	-0.697
0	-8.376	0.649	-0.696
0	-8.374	0.644	-0.696
0	-8.372	0.641	-0.695
0	-8.370	0.637	-0.694
0	-8.368	0.632	-0.692
0	-8.366	0.628	-0.690
0	-8.365	0.623	-0.688
0	-8.363	0.616	-0.685
0	-8.361	0.609	-0.682
0	-8.360	0.602	-0.679
0	-8.360	0.600	-0.678
0	-8.360	0.599	-0.678
0	-8.359	0.598	-0.677
0	-8.359	0.595	-0.676
0	-8.356	0.589	-0.672
0	-8.353	0.586	-0.671
0	-8.350	0.583	-0.669
0	-8.347	0.581	-0.668
0	-8.340	0.578	-0.667
0	-8.335	0.578	-0.669
0	-8.330	0.578	-0.671
0	-8.325	0.578	-0.674
0	-8.322	0.579	-0.679
0	-8.319	0.580	-0.683
0	-8.317	0.581	-0.689
0	-8.317	0.581	-0.695
0	-8.317	0.581	-0.698
0	-8.317	0.581	-0.699
0	-8.317	0.581	-0.700
0	-8.317	0.581	-0.701
0	-8.317	0.581	-0.702
0	-8.317	0.581	-0.707
0	-8.317	0.580	-0.711
0	-8.317	0.579	-0.716
0	-8.317	0.578	-0.721
0	-8.316	0.576	-0.727
0	-8.313	0.573	-0.735
0	-8.311	0.572	-0.739
0	-8.307	0.571	-0.745
0	-8.303	0.570	-0.749
0	-8.301	0.570	-0.751
0	-8.300	0.570	-0.752
0	-8.300	0.570	-0.752
0	-8.299	0.570	-0.753
0	-8.299	0.570	-0.754
0	-8.295	0.571	-0.757
0	-8.292	0.572	-0.762
0	-8.288	0.574	-0.766
0	-8.285	0.577	-0.770
0	-8.282	0.580	-0.774
0	-8.280	0.583	-0.778
0	-8.276	0.587	-0.783
0	-8.274	0.590	-0.786
0	-8.272	0.593	-0.789
0	-8.269	0.598	-0.794
0	-8.267	0.602	-0.798
0	-8.266	0.603	-0.799
0	-8.266	0.603	-0.800
0	-8.265	0.604	-0.801
0	-8.265	0.605	-0.802
0	-8.262	0.607	-0.806
0	-8.259	0.611	-0.811
0	-8.254	0.614	-0.817
0	-8.249	0.616	-0.823
0	-8.244	0.618	-0.830
0	-8.241	0.619	-0.835
0	-8.237	0.620	-0.839
0	-8.234	0.620	-0.844
0	-8.231	0.619	-0.850
0	-8.228	0.617	-0.855
0	-8.225	0.615	-0.859
0	-8.222	0.612	-0.864
0	-8.220	0.609	-0.867
0	-8.218	0.605	-0.871
0	-8.215	0.601	-0.875
0	-8.215	0.600	-0.876
0	-8.214	0.599	-0.876
0	-8.214	0.598	-0.877
0	-8.213	0.596	-0.879
0	-8.211	0.591	-0.883
0	-8.209	0.587	-0.887
0	-8.207	0.582	-0.890
0	-8.206	0.578	-0.894
0	-8.205	0.573	-0.898
0	-8.205	0.571	-0.899
0	-8.205	0.570	-0.900
0	-8.205	0.569	-0.901
0	-8.205	0.567	-0.902
0	-8.205	0.564	-0.905
0	-8.205	0.558	-0.909
0	-8.207	0.553	-0.913
0	-8.209	0.547	-0.917
0	-8.212	0.542	-0.920
0	-8.215	0.538	-0.923
0	-8.218	0.534	-0.927
0	-8.222	0.530	-0.931
0	-8.225	0.526	-0.936
0	-8.229	0.523	-0.942
0	-8.233	0.520	-0.948
0	-8.237	0.518	-0.953
0	-8.240	0.516	-0.959
0	-8.243	0.514	-0.963
0	-8.246	0.512	-0.967
0	-8.250	0.510	-0.971
0	-8.254	0.507	-0.974
0	-8.259	0.504	-0.977
0	-8.263	0.501	-0.979
0	-8.268	0.498	-0.981
0	-8.271	0.496	-0.983
0	-8.275	0.494	-0.984
0	-8.279	0.491	-0.985
0	-8.283	0.489	-0.986
0	-8.287	0.486	-0.986
0	-8.292	0.483	-0.986
0	-8.295	0.480	-0.986
0	-8.298	0.477	-0.985
0	-8.301	0.474	-0.984
0	-8.304	0.470	-0.982
0	-8.307	0.466	-0.980
0	-8.309	0.461	-0.976
0	-8.311	0.456	-0.972
0	-8.312	0.453	-0.968
0	-8.313	0.449	-0.965
0	-8.314	0.445	-0.962
0	-8.314	0.440	-0.958
0	-8.313	0.434	-0.954
0	-8.312	0.430	-0.951
0	-8.310	0.425	-0.948
0	-8.308	0.420	-0.946
0	-8.306	0.414	-0.944
0	-8.303	0.409	-0.942
0	-8.300	0.402	-0.940
0	-8.299	0.400	-0.939
0	-8.298	0.399	-0.939
0	-8.298	0.398	-0.939
0	-8.296	0.395	-0.938
0	-8.293	0.390	-0.938
0	-8.289	0.385	-0.938
0	-8.285	0.381	-0.939
0	-8.281	0.378	-0.940
0	-8.276	0.375	-0.942
0	-8.271	0.373	-0.945
0	-8.266	0.372	-0.948
0	-8.262	0.371	-0.951
0	-8.258	0.372	-0.957
0	-8.255	0.373	-0.963
0	-8.254	0.374	-0.967
0	-8.254	0.376	-0.971
0	-8.255	0.377	-0.975
0	-8.256	0.378	-0.979
0	-8.258	0.380	-0.983
0	-8.261	0.382	-0.987
0	-8.265	0.384	-0.991
0	-8.270	0.385	-0.995
0	-8.275	0.388	-0.999
0	-8.276	0.388	-1.000
0	-8.276	0.388	-1.000
0	-8.277	0.389	-1.001
0	-8.278	0.389	-1.001
0	-8.282	0.391	-1.004
0	-8.286	0.394	-1.006
0	-8.290	0.397	-1.009
0	-8.294	0.401	-1.013
0	-8.298	0.404	-1.016
0	-8.302	0.409	-1.020
0	-8.306	0.414	-1.023
0	-8.308	0.419	-1.027
0	-8.310	0.426	-1.030
0	-8.311	0.432	-1.032
0	-8.311	0.437	-1.035
0	-8.311	0.443	-1.038
0	-8.310	0.449	-1.040
0	-8.308	0.455	-1.043
0	-8.306	0.461	-1.046
0	-8.302	0.468	-1.050
0	-8.298	0.474	-1.053
0	-8.295	0.478	-1.056
0	-8.292	0.483	-1.058
0	-8.289	0.487	-1.060
0	-8.287	0.494	-1.063
0	-8.285	0.498	-1.065
0	-8.284	0.503	-1.068
0	-8.282	0.510	-1.072
0	-8.281	0.514	-1.076
0	-8.279	0.518	-1.080
0	-8.276	0.523	-1.085
0	-8.274	0.526	-1.088
0	-8.271	0.530	-1.092
0	-8.268	0.534	-1.095
0	-8.265	0.538	-1.098
0	-8.263	0.540	-1.099
0	-8.263	0.541	-1.100
0	-8.262	0.542	-1.101
0	-8.261	0.543	-1.101
0	-8.258	0.548	-1.104
0	-8.255	0.552	-1.106
0	-8.253	0.558	-1.109
0	-8.252	0.564	-1.110
0	-8.251	0.570	-1.112
0	-8.251	0.581	-1.112
0	-8.251	0.586	-1.111
0	-8.251	0.591	-1.111
0	-8.251	0.599	-1.109
0	-8.251	0.600	-1.109
0	-8.251	0.603	-1.108
0	-8.251	0.606	-1.107
0	-8.251	0.611	-1.105
0	-8.251	0.618	-1.102
0	-8.251	0.621	-1.100
0	-8.251	0.629	-1.096
0	-8.252	0.634	-1.092
0	-8.252	0.639	-1.088
0	-8.254	0.645	-1.082
0	-8.255	0.648	-1.077
0	-8.257	0.651	-1.071
0	-8.260	0.653	-1.065
0	-8.261	0.655	-1.060
0	-8.263	0.656	-1.055
0	-8.265	0.657	-1.048
0	-8.266	0.657	-1.043
0	-8.267	0.656	-1.038
0	-8.268	0.656	-1.033
0	-8.268	0.655	-1.026
0	-8.268	0.654	-1.021
0	-8.268	0.652	-1.014
0	-8.266	0.648	-1.006
0	-8.264	0.646	-1.002
0	-8.264	0.645	-1.001
0	-8.263	0.644	-1.000
0	-8.263	0.643	-0.999
0	-8.263	0.643	-0.999
0	-8.261	0.639	-0.995
0	-8.259	0.634	-0.989
0	-8.259	0.630	-0.985
0	-8.259	0.626	-0.980
0	-8.259	0.621	-0.976
0	-8.261	0.617	-0.971
0	-8.263	0.613	-0.967
0	-8.265	0.609	-0.962
0	-8.267	0.605	-0.958
0	-8.270	0.600	-0.953
0	-8.273	0.595	-0.947
0	-8.276	0.592	-0.942
0	-8.279	0.588	-0.938
0	-8.282	0.584	-0.933
0	-8.286	0.580	-0.929
0	-8.290	0.577	-0.924
0	-8.294	0.575	-0.921
0	-8.299	0.573	-0.917
0	-8.300	0.572	-0.916
0	-8.301	0.572	-0.916
0	-8.302	0.572	-0.915
0	-8.306	0.571	-0.912
0	-8.310	0.570	-0.907
0	-8.316	0.569	-0.901
0	-8.316	0.569	-0.900
0	-8.317	0.568	-0.899
0	-8.317	0.568	-0.899
0	-8.321	0.567	-0.895
0	-8.324	0.565	-0.891
0	-8.329	0.563	-0.887
0	-8.334	0.561	-0.883
0	-8.339	0.558	-0.879
0	-8.343	0.557	-0.876
0	-8.346	0.556	-0.874
0	-8.350	0.554	-0.870
0	-8.354	0.552	-0.866
0	-8.358	0.551	-0.862
0	-8.362	0.550	-0.858
0	-8.367	0.549	-0.853
0	-8.370	0.548	-0.849
0	-8.373	0.548	-0.845
0	-8.378	0.547	-0.838
0	-8.382	0.547	-0.832
0	-8.385	0.547	-0.826
0	-8.389	0.548	-0.820
0	-8.392	0.549	-0.815
0	-8.396	0.550	-0.810
0	-8.398	0.551	-0.807
0	-8.399	0.551	-0.806
0	-8.400	0.551	-0.805
0	-8.400	0.552	-0.804
0	-8.401	0.552	-0.803
0	-8.403	0.552	-0.801
0	-8.404	0.553	-0.800
0	-8.404	0.553	-0.800
0	-8.404	0.553	-0.799
0	-8.405	0.553	-0.798
0	-8.408	0.554	-0.795
0	-8.413	0.555	-0.789
0	-8.417	0.556	-0.785
0	-8.421	0.557	-0.781
0	-8.424	0.558	-0.778
0	-8.428	0.559	-0.774
0	-8.433	0.560	-0.770
0	-8.436	0.562	-0.766
0	-8.441	0.564	-0.762
0	-8.446	0.567	-0.758
0	-8.452	0.570	-0.753
0	-8.458	0.573	-0.749
0	-8.462	0.576	-0.747
0	-8.466	0.579	-0.744
0	-8.470	0.582	-0.742
0	-8.473	0.586	-0.740
0	-8.477	0.590	-0.738
0	-8.481	0.595	-0.737
0	-8.486	0.601	-0.735
0	-8.490	0.606	-0.734
0	-8.493	0.611	-0.734
0	-8.496	0.615	-0.733
0	-8.499	0.620	-0.733
0	-8.501	0.624	-0.733
0	-8.504	0.627	-0.733
0	-8.506	0.630	-0.734
0	-8.509	0.634	-0.735
0	-8.513	0.639	-0.738
0	-8.517	0.643	-0.741
0	-8.520	0.647	-0.744
0	-8.523	0.650	-0.747
0	-8.526	0.654	-0.750
0	-8.528	0.656	-0.754
0	-8.531	0.659	-0.759
0	-8.533	0.661	-0.763
0	-8.535	0.663	-0.767
0	-8.537	0.664	-0.771
0	-8.540	0.667	-0.777
0	-8.542	0.669	-0.783
0	-8.545	0.671	-0.788
0	-8.547	0.672	-0.794
0	-8.550	0.673	-0.799
0	-8.553	0.674	-0.806
0	-8.558	0.674	-0.812
0	-8.562	0.673	-0.819
0	-8.567	0.672	-0.825
0	-8.571	0.670	-0.830
0	-8.575	0.669	-0.834
0	-8.580	0.667	-0.838
0	-8.584	0.666	-0.841
0	-8.590	0.665	-0.844
0	-8.594	0.664	-0.847
0	-8.599	0.664	-0.849
0	-8.600	0.664	-0.849
0	-8.601	0.664	-0.849
0	-8.602	0.664	-0.850
0	-8.605	0.663	-0.850
0	-8.613	0.663	-0.851
0	-8.619	0.663	-0.850
0	-8.626	0.664	-0.847
0	-8.632	0.665	-0.844
0	-8.637	0.667	-0.839
0	-8.641	0.670	-0.834
0	-8.643	0.671	-0.830
0	-8.645	0.674	-0.825
0	-8.646	0.676	-0.818
0	-8.647	0.679	-0.813
0	-8.647	0.682	-0.807
0	-8.647	0.684	-0.802
0	-8.648	0.685	-0.801
0	-8.648	0.685	-0.800
0	-8.648	0.686	-0.799
0	-8.648	0.686	-0.798
0	-8.648	0.688	-0.796
0	-8.649	0.691	-0.791
0	-8.651	0.694	-0.786
0	-8.652	0.698	-0.782
0	-8.655	0.703	-0.776
0	-8.659	0.709	-0.771
0	-8.663	0.715	-0.767
0	-8.668	0.719	-0.764
0	-8.674	0.725	-0.760
0	-8.680	0.729	-0.758
0	-8.685	0.733	-0.755
0	-8.690	0.736	-0.753
0	-8.695	0.740	-0.751
0	-8.700	0.743	-0.749
0	-8.700	0.743	-0.749
0	-8.701	0.743	-0.749
0	-8.702	0.744	-0.748
0	-8.706	0.746	-0.746
0	-8.710	0.749	-0.742
0	-8.714	0.751	-0.737
0	-8.717	0.755	-0.730
0	-8.720	0.758	-0.724
0	-8.721	0.760	-0.718
0	-8.721	0.762	-0.712
0	-8.721	0.764	-0.706
0	-8.721	0.764	-0.703
0	-8.721	0.765	-0.701
0	-8.720	0.765	-0.700
0	-8.720	0.765	-0.699
0	-8.720	0.765	-0.698
0	-8.720	0.766	-0.696
0	-8.719	0.767	-0.688
0	-8.718	0.769	-0.680
0	-8.718	0.772	-0.673
0	-8.717	0.775	-0.668
0	-8.717	0.778	-0.663
0	-8.717	0.783	-0.658
0	-8.717	0.787	-0.654
0	-8.716	0.791	-0.650
0	-8.716	0.796	-0.646
0	-8.716	0.799	-0.644
0	-8.716	0.800	-0.643
0	-8.716	0.802	-0.642
0	-8.716	0.803	-0.641
0	-8.716	0.806	-0.639
0	-8.714	0.813	-0.634
0	-8.712	0.817	-0.630
0	-8.709	0.821	-0.627
0	-8.705	0.827	-0.623
0	-8.702	0.831	-0.622
0	-8.700	0.834	-0.620
0	-8.698	0.837	-0.620
0	-8.696	0.840	-0.619
0	-8.694	0.844	-0.618
0	-8.690	0.849	-0.616
0	-8.686	0.854	-0.614
0	-8.682	0.859	-0.613
0	-8.677	0.865	-0.612
0	-8.673	0.870	-0.611
0	-8.670	0.876	-0.610
0	-8.668	0.882	-0.610
0	-8.666	0.886	-0.611
0	-8.664	0.891	-0.611
0	-8.662	0.895	-0.612
0	-8.660	0.901	-0.612
0	-8.658	0.906	-0.613
0	-8.657	0.911	-0.615
0	-8.655	0.918	-0.619
0	-8.654	0.924	-0.622
0	-8.652	0.929	-0.626
0	-8.650	0.936	-0.631
0	-8.648	0.942	-0.636
0	-8.647	0.948	-0.640
0	-8.646	0.954	-0.645
0	-8.645	0.960	-0.648
