#i	X	Y	Z
0	-5.154	-4.960	-3.226
0	-5.163	-4.962	-3.238
0	-5.171	-4.964	-3.250
0	-5.180	-4.966	-3.262
0	-5.190	-4.968	-3.275
0	-5.198	-4.969	-3.286
0	-5.207	-4.971	-3.298
0	-5.216	-4.972	-3.309
0	-5.227	-4.974	-3.323
0	-5.238	-4.976	-3.336
0	-5.249	-4.977	-3.349
0	-5.260	-4.979	-3.362
0	-5.270	-4.981	-3.375
0	-5.279	-4.983	-3.387
0	-5.288	-4.985	-3.400
0	-5.297	-4.987	-3.411
0	-5.305	-4.989	-3.422
0	-5.315	-4.991	-3.434
0	-5.324	-4.993	-3.445
0	-5.337	-4.996	-3.459
0	-5.350	-4.999	-3.473
0	-5.361	-5.003	-3.485
0	-5.373	-5.006	-3.497
0	-5.384	-5.009	-3.511
0	-5.395	-5.012	-3.524
0	-5.405	-5.015	-3.537
0	-5.413	-5.017	-3.549
0	-5.421	-5.020	-3.560
0	-5.433	-5.024	-3.579
0	-5.445	-5.028	-3.596
0	-5.455	-5.031	-3.613
0	-5.463	-5.033	-3.624
0	-5.471	-5.036	-3.637
0	-5.480	-5.038	-3.653
0	-5.489	-5.041	-3.666
0	-5.497	-5.043	-3.681
0	-5.500	-5.044	-3.686
0	-5.505	-5.046	-3.695
0	-5.508	-5.047	-3.700
0	-5.513	-5.049	-3.709
0	-5.519	-5.051	-3.718
0	-5.528	-5.055	-3.733
0	-5.537	-5.059	-3.750
0	-5.546	-5.062	-3.765
0	-5.555	-5.066	-3.780
0	-5.563	-5.069	-3.795
0	-5.566	-5.069	-3.800
0	-5.570	-5.071	-3.808
0	-5.575	-5.073	-3.817
0	-5.583	-5.075	-3.830
0	-5.593	-5.079	-3.848
0	-5.600	-5.081	-3.858
0	-5.607	-5.083	-3.869
0	-5.614	-5.085	-3.879
0	-5.624	-5.088	-3.895
0	-5.627	-5.089	-3.900
0	-5.633	-5.091	-3.908
0	-5.638	-5.093	-3.917
0	-5.646	-5.095	-3.928
0	-5.654	-5.098	-3.940
0	-5.661	-5.100	-3.950
0	-5.669	-5.102	-3.962
0	-5.677	-5.105	-3.973
0	-5.686	-5.108	-3.987
0	-5.693	-5.110	-3.997
0	-5.700	-5.113	-4.009
0	-5.709	-5.116	-4.020
0	-5.718	-5.119	-4.034
0	-5.729	-5.123	-4.047
0	-5.738	-5.127	-4.059
0	-5.748	-5.131	-4.070
0	-5.757	-5.134	-4.082
0	-5.768	-5.138	-4.094
0	-5.779	-5.142	-4.106
0	-5.790	-5.146	-4.119
0	-5.801	-5.150	-4.131
0	-5.813	-5.154	-4.143
0	-5.824	-5.158	-4.154
0	-5.835	-5.162	-4.166
0	-5.847	-5.167	-4.178
0	-5.860	-5.172	-4.190
0	-5.869	-5.177	-4.200
0	-5.881	-5.182	-4.211
0	-5.892	-5.187	-4.222
0	-5.899	-5.190	-4.229
0	-5.911	-5.195	-4.240
0	-5.925	-5.201	-4.253
0	-5.939	-5.206	-4.265
0	-5.950	-5.211	-4.274
0	-5.962	-5.216	-4.284
0	-5.978	-5.223	-4.296
0	-5.995	-5.230	-4.309
0	-6.000	-5.232	-4.312
0	-6.009	-5.235	-4.319
0	-6.018	-5.239	-4.325
0	-6.029	-5.244	-4.333
0	-6.043	-5.249	-4.343
0	-6.057	-5.255	-4.354
0	-6.070	-5.260	-4.363
0	-6.082	-5.265	-4.372
0	-6.093	-5.270	-4.380
0	-6.099	-5.272	-4.384
0	-6.110	-5.276	-4.392
0	-6.120	-5.280	-4.400
0	-6.133	-5.286	-4.409
0	-6.146	-5.291	-4.417
0	-6.158	-5.297	-4.425
0	-6.170	-5.303	-4.433
0	-6.184	-5.310	-4.441
0	-6.200	-5.317	-4.450
0	-6.212	-5.323	-4.458
0	-6.225	-5.329	-4.465
0	-6.240	-5.335	-4.474
0	-6.255	-5.342	-4.483
0	-6.273	-5.350	-4.493
0	-6.282	-5.354	-4.499
0	-6.294	-5.359	-4.506
0	-6.306	-5.365	-4.513
0	-6.320	-5.372	-4.521
0	-6.335	-5.379	-4.529
0	-6.351	-5.387	-4.537
0	-6.366	-5.394	-4.544
0	-6.382	-5.402	-4.551
0	-6.400	-5.412	-4.558
0	-6.414	-5.419	-4.564
0	-6.428	-5.427	-4.570
0	-6.444	-5.435	-4.577
0	-6.459	-5.443	-4.583
0	-6.475	-5.452	-4.590
0	-6.493	-5.462	-4.598
0	-6.499	-5.466	-4.601
0	-6.510	-5.472	-4.605
0	-6.524	-5.480	-4.611
0	-6.537	-5.488	-4.616
0	-6.553	-5.497	-4.621
0	-6.574	-5.510	-4.628
0	-6.592	-5.521	-4.633
0	-6.599	-5.525	-4.635
0	-6.611	-5.533	-4.638
0	-6.623	-5.541	-4.641
0	-6.637	-5.550	-4.644
0	-6.652	-5.559	-4.648
0	-6.666	-5.568	-4.651
0	-6.685	-5.581	-4.656
0	-6.703	-5.593	-4.661
0	-6.721	-5.605	-4.666
0	-6.739	-5.618	-4.672
0	-6.757	-5.631	-4.677
0	-6.777	-5.644	-4.683
0	-6.793	-5.656	-4.689
0	-6.810	-5.669	-4.695
0	-6.828	-5.682	-4.701
0	-6.846	-5.695	-4.706
0	-6.861	-5.706	-4.711
0	-6.877	-5.717	-4.717
0	-6.894	-5.730	-4.722
0	-6.911	-5.742	-4.728
0	-6.929	-5.754	-4.734
0	-6.951	-5.769	-4.741
0	-6.974	-5.784	-4.749
0	-6.991	-5.796	-4.755
0	-7.009	-5.807	-4.762
0	-7.029	-5.820	-4.769
0	-7.046	-5.830	-4.776
0	-7.063	-5.841	-4.782
0	-7.081	-5.853	-4.789
0	-7.097	-5.864	-4.795
0	-7.109	-5.872	-4.800
0	-7.121	-5.880	-4.804
0	-7.136	-5.891	-4.809
0	-7.153	-5.903	-4.814
0	-7.169	-5.914	-4.818
0	-7.184	-5.925	-4.822
0	-7.198	-5.936	-4.825
0	-7.214	-5.948	-4.829
0	-7.230	-5.959	-4.832
0	-7.245	-5.970	-4.835
0	-7.259	-5.981	-4.838
0	-7.275	-5.993	-4.842
0	-7.292	-6.006	-4.845
0	-7.299	-6.011	-4.847
0	-7.311	-6.020	-4.849
0	-7.321	-6.028	-4.851
0	-7.335	-6.039	-4.854
0	-7.349	-6.050	-4.856
0	-7.364	-6.063	-4.858
0	-7.378	-6.075	-4.859
0	-7.393	-6.088	-4.861
0	-7.409	-6.102	-4.862
0	-7.422	-6.114	-4.863
0	-7.435	-6.126	-4.864
0	-7.453	-6.142	-4.864
0	-7.470	-6.158	-4.864
0	-7.487	-6.175	-4.863
0	-7.498	-6.186	-4.863
0	-7.508	-6.197	-4.862
0	-7.519	-6.208	-4.861
0	-7.535	-6.225	-4.859
0	-7.552	-6.242	-4.857
0	-7.566	-6.257	-4.856
0	-7.580	-6.272	-4.854
0	-7.594	-6.287	-4.853
0	-7.599	-6.292	-4.852
0	-7.605	-6.298	-4.852
0	-7.612	-6.306	-4.851
0	-7.620	-6.314	-4.850
0	-7.632	-6.327	-4.849
0	-7.652	-6.347	-4.847
0	-7.675	-6.373	-4.845
0	-7.705	-6.405	-4.842
0	-7.722	-6.423	-4.840
0	-7.739	-6.441	-4.838
0	-7.756	-6.459	-4.836
0	-7.774	-6.479	-4.834
0	-7.789	-6.495	-4.833
0	-7.794	-6.499	-4.832
0	-7.799	-6.505	-4.832
0	-7.805	-6.512	-4.831
0	-7.812	-6.519	-4.830
0	-7.823	-6.531	-4.829
0	-7.836	-6.544	-4.828
0	-7.851	-6.559	-4.826
0	-7.864	-6.573	-4.825
0	-7.877	-6.586	-4.824
0	-7.889	-6.597	-4.823
0	-7.901	-6.609	-4.821
0	-7.912	-6.621	-4.820
0	-7.928	-6.637	-4.818
0	-7.946	-6.656	-4.814
0	-7.963	-6.675	-4.810
0	-7.980	-6.695	-4.805
0	-7.985	-6.700	-4.803
0	-7.995	-6.712	-4.800
0	-8.005	-6.724	-4.797
0	-8.018	-6.739	-4.793
0	-8.034	-6.758	-4.788
0	-8.049	-6.776	-4.784
0	-8.064	-6.793	-4.780
0	-8.069	-6.799	-4.779
0	-8.080	-6.812	-4.776
0	-8.091	-6.825	-4.773
0	-8.100	-6.837	-4.770
0	-8.112	-6.853	-4.766
0	-8.125	-6.869	-4.762
0	-8.137	-6.885	-4.757
0	-8.150	-6.902	-4.753
0	-8.162	-6.918	-4.748
0	-8.178	-6.939	-4.742
0	-8.195	-6.961	-4.736
0	-8.200	-6.968	-4.734
0	-8.210	-6.981	-4.730
0	-8.220	-6.996	-4.726
0	-8.223	-7.000	-4.724
0	-8.228	-7.008	-4.722
0	-8.235	-7.017	-4.719
0	-8.243	-7.029	-4.715
0	-8.254	-7.045	-4.710
0	-8.265	-7.061	-4.705
0	-8.274	-7.074	-4.701
0	-8.284	-7.089	-4.696
0	-8.294	-7.105	-4.690
0	-8.299	-7.112	-4.687
0	-8.307	-7.125	-4.683
0	-8.316	-7.138	-4.678
0	-8.327	-7.156	-4.671
0	-8.339	-7.173	-4.665
0	-8.353	-7.194	-4.657
0	-8.356	-7.200	-4.655
0	-8.365	-7.213	-4.650
0	-8.373	-7.227	-4.644
0	-8.382	-7.241	-4.638
0	-8.392	-7.258	-4.631
0	-8.400	-7.273	-4.624
0	-8.409	-7.290	-4.617
0	-8.418	-7.307	-4.609
0	-8.425	-7.320	-4.603
0	-8.428	-7.326	-4.600
0	-8.435	-7.338	-4.594
0	-8.441	-7.350	-4.588
0	-8.448	-7.364	-4.581
0	-8.461	-7.391	-4.566
0	-8.470	-7.410	-4.555
0	-8.479	-7.429	-4.544
0	-8.488	-7.448	-4.532
0	-8.496	-7.469	-4.519
0	-8.500	-7.479	-4.512
0	-8.504	-7.490	-4.505
0	-8.508	-7.499	-4.499
0	-8.513	-7.512	-4.490
0	-8.518	-7.524	-4.482
0	-8.523	-7.539	-4.472
0	-8.531	-7.562	-4.455
0	-8.538	-7.581	-4.441
0	-8.543	-7.601	-4.426
0	-8.549	-7.623	-4.409
0	-8.552	-7.634	-4.400
0	-8.555	-7.646	-4.391
0	-8.557	-7.658	-4.381
0	-8.561	-7.677	-4.366
0	-8.566	-7.697	-4.350
0	-8.570	-7.718	-4.333
0	-8.574	-7.737	-4.319
0	-8.577	-7.755	-4.304
0	-8.579	-7.761	-4.300
0	-8.580	-7.770	-4.293
0	-8.582	-7.780	-4.285
0	-8.585	-7.793	-4.275
0	-8.586	-7.800	-4.269
0	-8.588	-7.812	-4.259
0	-8.590	-7.825	-4.249
0	-8.592	-7.838	-4.238
0	-8.596	-7.857	-4.222
0	-8.601	-7.879	-4.204
0	-8.605	-7.896	-4.190
0	-8.606	-7.900	-4.186
0	-8.607	-7.908	-4.179
0	-8.609	-7.917	-4.171
0	-8.612	-7.930	-4.160
0	-8.617	-7.947	-4.146
0	-8.622	-7.970	-4.127
0	-8.626	-7.986	-4.113
0	-8.630	-7.999	-4.102
0	-8.634	-8.015	-4.089
0	-8.637	-8.030	-4.076
0	-8.641	-8.047	-4.061
0	-8.644	-8.064	-4.046
0	-8.646	-8.080	-4.031
0	-8.648	-8.096	-4.016
0	-8.649	-8.100	-4.013
0	-8.649	-8.108	-4.005
0	-8.650	-8.117	-3.996
0	-8.652	-8.131	-3.984
0	-8.654	-8.146	-3.970
0	-8.656	-8.161	-3.956
0	-8.658	-8.178	-3.940
0	-8.661	-8.198	-3.922
0	-8.664	-8.220	-3.902
0	-8.666	-8.237	-3.887
0	-8.668	-8.256	-3.869
0	-8.669	-8.276	-3.850
0	-8.671	-8.296	-3.830
0	-8.672	-8.313	-3.813
0	-8.672	-8.329	-3.796
0	-8.673	-8.342	-3.781
0	-8.672	-8.356	-3.766
0	-8.672	-8.372	-3.748
0	-8.670	-8.388	-3.729
0	-8.668	-8.402	-3.713
0	-8.666	-8.415	-3.697
0	-8.663	-8.427	-3.682
0	-8.660	-8.440	-3.666
0	-8.656	-8.453	-3.650
0	-8.652	-8.465	-3.635
0	-8.648	-8.478	-3.619
0	-8.644	-8.490	-3.603
0	-8.641	-8.499	-3.590
0	-8.637	-8.510	-3.577
0	-8.633	-8.520	-3.563
0	-8.629	-8.531	-3.549
0	-8.625	-8.542	-3.535
0	-8.621	-8.553	-3.522
0	-8.617	-8.563	-3.510
0	-8.614	-8.574	-3.496
0	-8.610	-8.586	-3.482
0	-8.607	-8.596	-3.470
0	-8.603	-8.609	-3.455
0	-8.600	-8.618	-3.444
0	-8.597	-8.628	-3.432
0	-8.594	-8.637	-3.421
0	-8.590	-8.648	-3.408
0	-8.588	-8.654	-3.400
0	-8.584	-8.664	-3.388
0	-8.579	-8.675	-3.374
0	-8.574	-8.687	-3.358
0	-8.568	-8.700	-3.342
0	-8.565	-8.708	-3.331
0	-8.561	-8.716	-3.319
0	-8.556	-8.725	-3.307
0	-8.554	-8.730	-3.301
0	-8.550	-8.736	-3.292
0	-8.547	-8.743	-3.283
0	-8.541	-8.754	-3.269
0	-8.535	-8.766	-3.254
0	-8.529	-8.778	-3.239
0	-8.523	-8.790	-3.223
0	-8.519	-8.799	-3.211
0	-8.514	-8.808	-3.199
0	-8.508	-8.818	-3.185
0	-8.502	-8.829	-3.171
0	-8.495	-8.841	-3.155
0	-8.489	-8.850	-3.143
0	-8.484	-8.859	-3.131
0	-8.478	-8.868	-3.118
0	-8.472	-8.877	-3.106
0	-8.466	-8.885	-3.094
0	-8.460	-8.895	-3.081
0	-8.457	-8.899	-3.075
0	-8.451	-8.906	-3.065
0	-8.446	-8.914	-3.055
0	-8.440	-8.922	-3.043
0	-8.433	-8.930	-3.031
0	-8.426	-8.939	-3.018
0	-8.417	-8.948	-3.005
0	-8.415	-8.950	-3.000
0	-8.409	-8.956	-2.991
0	-8.403	-8.963	-2.981
0	-8.400	-8.966	-2.976
0	-8.395	-8.971	-2.969
0	-8.390	-8.976	-2.960
0	-8.383	-8.983	-2.948
0	-8.373	-8.991	-2.935
0	-8.363	-8.998	-2.921
0	-8.355	-9.004	-2.911
0	-8.347	-9.009	-2.901
0	-8.338	-9.014	-2.890
0	-8.327	-9.021	-2.877
0	-8.317	-9.026	-2.867
0	-8.305	-9.032	-2.856
0	-8.300	-9.034	-2.850
0	-8.291	-9.039	-2.842
0	-8.282	-9.043	-2.834
0	-8.271	-9.048	-2.823
0	-8.260	-9.053	-2.812
0	-8.247	-9.059	-2.800
0	-8.236	-9.064	-2.788
0	-8.224	-9.070	-2.777
0	-8.212	-9.075	-2.765
0	-8.202	-9.080	-2.755
0	-8.191	-9.085	-2.744
0	-8.178	-9.090	-2.732
0	-8.167	-9.095	-2.722
0	-8.157	-9.099	-2.712
0	-8.147	-9.103	-2.703
0	-8.136	-9.108	-2.692
0	-8.121	-9.114	-2.678
0	-8.107	-9.120	-2.666
0	-8.096	-9.124	-2.656
0	-8.085	-9.127	-2.647
0	-8.074	-9.131	-2.637
0	-8.062	-9.134	-2.628
0	-8.050	-9.137	-2.619
0	-8.035	-9.141	-2.609
0	-8.020	-9.144	-2.599
0	-8.005	-9.147	-2.590
0	-8.000	-9.148	-2.587
0	-7.991	-9.149	-2.581
0	-7.981	-9.151	-2.575
0	-7.969	-9.153	-2.567
0	-7.957	-9.155	-2.560
0	-7.946	-9.157	-2.553
0	-7.934	-9.159	-2.545
0	-7.919	-9.162	-2.536
0	-7.904	-9.164	-2.527
0	-7.889	-9.167	-2.517
0	-7.874	-9.169	-2.508
0	-7.859	-9.171	-2.500
0	-7.846	-9.172	-2.493
0	-7.833	-9.174	-2.486
0	-7.819	-9.175	-2.479
0	-7.805	-9.176	-2.472
0	-7.791	-9.176	-2.464
0	-7.775	-9.177	-2.457
0	-7.759	-9.178	-2.448
0	-7.744	-9.178	-2.441
0	-7.731	-9.178	-2.434
0	-7.717	-9.178	-2.427
0	-7.705	-9.178	-2.420
0	-7.692	-9.178	-2.413
0	-7.681	-9.178	-2.407
0	-7.668	-9.178	-2.399
0	-7.655	-9.178	-2.392
0	-7.640	-9.178	-2.382
0	-7.626	-9.177	-2.373
0	-7.612	-9.177	-2.365
0	-7.597	-9.177	-2.355
0	-7.582	-9.178	-2.346
0	-7.565	-9.179	-2.336
0	-7.551	-9.179	-2.328
0	-7.536	-9.180	-2.320
0	-7.522	-9.181	-2.312
0	-7.510	-9.182	-2.305
0	-7.502	-9.182	-2.301
0	-7.490	-9.183	-2.294
0	-7.477	-9.183	-2.287
0	-7.464	-9.183	-2.280
0	-7.448	-9.183	-2.272
0	-7.434	-9.183	-2.266
0	-7.419	-9.183	-2.259
0	-7.405	-9.183	-2.252
0	-7.400	-9.182	-2.250
0	-7.392	-9.182	-2.247
0	-7.384	-9.182	-2.243
0	-7.371	-9.182	-2.236
0	-7.359	-9.182	-2.230
0	-7.345	-9.182	-2.223
0	-7.331	-9.182	-2.216
0	-7.317	-9.183	-2.209
0	-7.301	-9.183	-2.201
0	-7.286	-9.184	-2.194
0	-7.270	-9.184	-2.186
0	-7.254	-9.184	-2.179
0	-7.239	-9.184	-2.172
0	-7.222	-9.184	-2.165
0	-7.205	-9.184	-2.158
0	-7.200	-9.184	-2.157
0	-7.193	-9.184	-2.154
0	-7.185	-9.183	-2.150
0	-7.171	-9.183	-2.145
0	-7.157	-9.182	-2.139
0	-7.144	-9.181	-2.134
0	-7.130	-9.179	-2.127
0	-7.113	-9.178	-2.120
0	-7.102	-9.176	-2.115
0	-7.088	-9.175	-2.109
0	-7.072	-9.173	-2.104
0	-7.054	-9.171	-2.098
0	-7.039	-9.169	-2.092
0	-7.025	-9.167	-2.088
0	-7.011	-9.165	-2.083
0	-6.996	-9.164	-2.079
0	-6.980	-9.163	-2.074
0	-6.966	-9.162	-2.070
0	-6.949	-9.161	-2.066
0	-6.930	-9.161	-2.062
0	-6.911	-9.160	-2.058
0	-6.890	-9.160	-2.054
0	-6.875	-9.159	-2.051
0	-6.858	-9.159	-2.049
0	-6.843	-9.158	-2.046
0	-6.826	-9.156	-2.043
0	-6.807	-9.155	-2.038
0	-6.801	-9.154	-2.036
0	-6.790	-9.153	-2.034
0	-6.780	-9.152	-2.032
0	-6.768	-9.150	-2.029
0	-6.757	-9.149	-2.026
0	-6.744	-9.147	-2.024
0	-6.731	-9.145	-2.021
0	-6.715	-9.143	-2.018
0	-6.704	-9.142	-2.017
0	-6.691	-9.140	-2.015
0	-6.678	-9.138	-2.014
0	-6.664	-9.136	-2.013
0	-6.649	-9.134	-2.012
0	-6.634	-9.132	-2.011
0	-6.618	-9.129	-2.009
0	-6.602	-9.126	-2.008
0	-6.585	-9.123	-2.007
0	-6.569	-9.120	-2.006
0	-6.553	-9.116	-2.004
0	-6.538	-9.113	-2.004
0	-6.520	-9.109	-2.002
0	-6.506	-9.106	-2.002
0	-6.500	-9.104	-2.001
0	-6.488	-9.101	-2.000
0	-6.483	-9.100	-2.000
0	-6.472	-9.097	-1.999
0	-6.460	-9.094	-1.998
0	-6.446	-9.091	-1.997
0	-6.431	-9.087	-1.995
0	-6.416	-9.083	-1.993
0	-6.401	-9.080	-1.991
0	-6.386	-9.076	-1.989
0	-6.367	-9.072	-1.986
0	-6.353	-9.068	-1.984
0	-6.338	-9.064	-1.982
0	-6.323	-9.059	-1.980
0	-6.308	-9.054	-1.979
0	-6.301	-9.052	-1.979
0	-6.289	-9.047	-1.978
0	-6.278	-9.043	-1.977
0	-6.266	-9.039	-1.976
0	-6.253	-9.035	-1.975
0	-6.240	-9.030	-1.974
0	-6.226	-9.024	-1.973
0	-6.213	-9.020	-1.973
0	-6.201	-9.015	-1.972
0	-6.190	-9.010	-1.971
0	-6.178	-9.006	-1.971
0	-6.165	-9.001	-1.971
0	-6.154	-8.997	-1.972
0	-6.143	-8.993	-1.972
0	-6.127	-8.988	-1.972
0	-6.111	-8.983	-1.972
0	-6.095	-8.977	-1.972
0	-6.077	-8.971	-1.971
0	-6.062	-8.965	-1.971
0	-6.049	-8.960	-1.971
0	-6.036	-8.955	-1.971
0	-6.022	-8.949	-1.970
0	-6.007	-8.943	-1.970
0	-6.001	-8.941	-1.970
0	-5.990	-8.936	-1.969
0	-5.980	-8.932	-1.969
0	-5.966	-8.927	-1.969
0	-5.953	-8.923	-1.969
0	-5.939	-8.918	-1.970
0	-5.920	-8.912	-1.971
0	-5.900	-8.906	-1.973
0	-5.883	-8.902	-1.974
0	-5.866	-8.898	-1.976
0	-5.851	-8.895	-1.978
0	-5.831	-8.891	-1.980
0	-5.813	-8.887	-1.982
0	-5.793	-8.881	-1.985
0	-5.778	-8.877	-1.987
0	-5.762	-8.873	-1.990
0	-5.740	-8.867	-1.995
0	-5.726	-8.863	-1.998
0	-5.719	-8.861	-2.000
0	-5.710	-8.859	-2.002
0	-5.700	-8.856	-2.005
0	-5.688	-8.853	-2.008
0	-5.675	-8.849	-2.011
0	-5.661	-8.845	-2.014
0	-5.647	-8.842	-2.016
0	-5.635	-8.839	-2.018
0	-5.622	-8.836	-2.021
0	-5.609	-8.833	-2.023
0	-5.602	-8.831	-2.024
0	-5.588	-8.827	-2.026
0	-5.573	-8.823	-2.029
0	-5.559	-8.819	-2.033
0	-5.545	-8.814	-2.037
0	-5.531	-8.810	-2.041
0	-5.515	-8.803	-2.047
0	-5.504	-8.799	-2.051
0	-5.490	-8.795	-2.056
0	-5.478	-8.791	-2.060
0	-5.464	-8.786	-2.065
0	-5.451	-8.782	-2.070
0	-5.437	-8.777	-2.075
0	-5.421	-8.772	-2.081
0	-5.406	-8.767	-2.087
0	-5.400	-8.765	-2.089
0	-5.392	-8.762	-2.092
0	-5.384	-8.759	-2.096
0	-5.372	-8.755	-2.101
0	-5.358	-8.750	-2.108
0	-5.343	-8.744	-2.117
0	-5.330	-8.739	-2.124
0	-5.317	-8.735	-2.132
0	-5.306	-8.730	-2.139
0	-5.295	-8.726	-2.146
0	-5.282	-8.721	-2.154
0	-5.271	-8.717	-2.161
0	-5.260	-8.712	-2.169
0	-5.246	-8.707	-2.180
0	-5.231	-8.702	-2.191
0	-5.220	-8.698	-2.201
0	-5.208	-8.694	-2.210
0	-5.196	-8.690	-2.220
0	-5.182	-8.685	-2.232
0	-5.172	-8.682	-2.240
0	-5.159	-8.678	-2.250
0	-5.142	-8.673	-2.265
0	-5.127	-8.669	-2.277
0	-5.113	-8.665	-2.290
0	-5.103	-8.662	-2.299
0	-5.092	-8.659	-2.308
0	-5.081	-8.656	-2.318
0	-5.071	-8.654	-2.326
0	-5.061	-8.651	-2.335
0	-5.051	-8.648	-2.344
0	-5.040	-8.645	-2.353
0	-5.029	-8.643	-2.363
0	-5.017	-8.640	-2.374
0	-5.007	-8.638	-2.383
0	-5.001	-8.636	-2.388
0	-4.991	-8.634	-2.397
0	-4.988	-8.634	-2.400
0	-4.985	-8.633	-2.403
0	-4.980	-8.632	-2.407
0	-4.972	-8.630	-2.415
0	-4.961	-8.628	-2.425
0	-4.951	-8.625	-2.436
0	-4.941	-8.622	-2.446
0	-4.930	-8.619	-2.457
0	-4.919	-8.616	-2.467
0	-4.905	-8.612	-2.480
0	-4.891	-8.608	-2.493
0	-4.874	-8.603	-2.507
0	-4.859	-8.599	-2.520
0	-4.846	-8.595	-2.531
0	-4.833	-8.592	-2.541
0	-4.823	-8.589	-2.549
0	-4.813	-8.586	-2.557
0	-4.804	-8.583	-2.564
0	-4.793	-8.579	-2.573
0	-4.779	-8.574	-2.584
0	-4.764	-8.569	-2.596
0	-4.759	-8.568	-2.600
0	-4.750	-8.565	-2.606
0	-4.742	-8.563	-2.612
0	-4.730	-8.559	-2.622
0	-4.717	-8.555	-2.632
0	-4.706	-8.552	-2.642
0	-4.701	-8.550	-2.646
0	-4.692	-8.547	-2.654
0	-4.683	-8.545	-2.662
0	-4.673	-8.541	-2.671
0	-4.662	-8.538	-2.681
0	-4.651	-8.534	-2.691
0	-4.642	-8.531	-2.699
0	-4.633	-8.528	-2.707
0	-4.621	-8.524	-2.718
0	-4.610	-8.521	-2.729
0	-4.601	-8.518	-2.740
0	-4.588	-8.514	-2.755
0	-4.578	-8.511	-2.767
0	-4.570	-8.508	-2.777
0	-4.560	-8.506	-2.789
0	-4.551	-8.503	-2.801
0	-4.542	-8.500	-2.813
0	-4.534	-8.498	-2.825
0	-4.524	-8.495	-2.837
0	-4.516	-8.492	-2.849
0	-4.506	-8.490	-2.861
0	-4.495	-8.486	-2.874
0	-4.484	-8.483	-2.888
0	-4.472	-8.478	-2.904
0	-4.463	-8.475	-2.916
0	-4.454	-8.472	-2.927
0	-4.445	-8.470	-2.939
0	-4.434	-8.467	-2.951
0	-4.423	-8.464	-2.964
0	-4.413	-8.461	-2.975
0	-4.403	-8.459	-2.986
0	-4.400	-8.458	-2.989
0	-4.395	-8.457	-2.995
0	-4.389	-8.456	-3.002
0	-4.379	-8.453	-3.012
0	-4.367	-8.451	-3.025
0	-4.356	-8.449	-3.038
0	-4.346	-8.447	-3.050
0	-4.334	-8.445	-3.065
0	-4.323	-8.443	-3.080
0	-4.313	-8.441	-3.093
0	-4.308	-8.440	-3.099
0	-4.301	-8.439	-3.109
0	-4.292	-8.437	-3.120
0	-4.284	-8.435	-3.131
0	-4.276	-8.433	-3.142
0	-4.267	-8.431	-3.154
0	-4.260	-8.430	-3.166
0	-4.251	-8.428	-3.178
0	-4.244	-8.427	-3.190
0	-4.236	-8.426	-3.203
0	-4.229	-8.425	-3.216
0	-4.223	-8.424	-3.228
0	-4.215	-8.423	-3.245
0	-4.209	-8.422	-3.259
0	-4.204	-8.421	-3.270
0	-4.200	-8.420	-3.282
0	-4.195	-8.419	-3.297
0	-4.191	-8.419	-3.310
0	-4.187	-8.418	-3.325
0	-4.183	-8.417	-3.339
0	-4.179	-8.417	-3.357
0	-4.175	-8.417	-3.376
0	-4.171	-8.417	-3.393
0	-4.168	-8.418	-3.410
0	-4.164	-8.419	-3.429
0	-4.161	-8.420	-3.446
0	-4.158	-8.421	-3.463
0	-4.155	-8.423	-3.484
0	-4.153	-8.425	-3.504
0	-4.151	-8.428	-3.523
0	-4.149	-8.430	-3.538
0	-4.148	-8.433	-3.555
0	-4.147	-8.435	-3.571
0	-4.147	-8.438	-3.588
0	-4.146	-8.439	-3.597
0	-4.146	-8.441	-3.609
0	-4.145	-8.443	-3.621
0	-4.145	-8.446	-3.640
0	-4.144	-8.448	-3.659
0	-4.143	-8.451	-3.675
0	-4.143	-8.453	-3.691
0	-4.143	-8.455	-3.699
0	-4.142	-8.457	-3.712
0	-4.142	-8.459	-3.724
0	-4.142	-8.462	-3.738
0	-4.143	-8.466	-3.757
0	-4.143	-8.470	-3.774
0	-4.144	-8.475	-3.791
0	-4.145	-8.477	-3.799
0	-4.146	-8.481	-3.814
0	-4.148	-8.485	-3.829
0	-4.149	-8.489	-3.845
0	-4.151	-8.494	-3.862
0	-4.153	-8.499	-3.883
0	-4.154	-8.503	-3.898
0	-4.156	-8.507	-3.914
0	-4.158	-8.511	-3.931
0	-4.160	-8.516	-3.951
0	-4.164	-8.522	-3.972
0	-4.167	-8.529	-3.994
0	-4.168	-8.530	-3.999
0	-4.170	-8.534	-4.010
0	-4.172	-8.537	-4.020
0	-4.176	-8.543	-4.042
0	-4.181	-8.550	-4.065
0	-4.185	-8.556	-4.086
0	-4.187	-8.559	-4.097
0	-4.190	-8.564	-4.112
0	-4.192	-8.568	-4.126
0	-4.196	-8.575	-4.146
0	-4.200	-8.581	-4.164
0	-4.204	-8.587	-4.181
0	-4.208	-8.594	-4.198
0	-4.212	-8.599	-4.211
0	-4.215	-8.605	-4.224
0	-4.219	-8.612	-4.241
0	-4.224	-8.620	-4.260
0	-4.229	-8.628	-4.281
0	-4.234	-8.637	-4.301
0	-4.239	-8.644	-4.319
0	-4.243	-8.651	-4.337
0	-4.250	-8.660	-4.360
0	-4.257	-8.671	-4.386
0	-4.261	-8.676	-4.398
